Player,Pos,Squad,id,Age,Season,RATING,Sh/90,np:G-xG,Dist,npxG/Sh,Cmp%,A-xAG,Crs,TO,Tkl%,Tkl+Int,Err,Def Pen,Succ%,44986,onGA,xG+/-90,CrdY,CrdR,Won%,def,mid,forw,Age^2
Dayot Upamecano,defender,RB Leipzig,d248cd8f,18,2017,76,0.4,1.9,19.0,0.11,83.6,-0.7,0,0,68.9,112,1,133,68.4,13,36,0.16,3,1,65.6,1,0,0,324
Declan Rice,forward,West Ham,1c7012b8,18,2017,69,0.31,-0.2,21.1,0.04,77.7,-0.1,5,0,60.0,63,1,91,66.7,14,29,-0.56,1,0,47.0,0,0,1,324
Dele Alli,midfielder,Tottenham,cea4ee8f,21,2017,84,2.1,-0.1,15.9,0.13,76.1,1.8,18,5,23.5,65,1,33,41.9,78,28,0.87,7,0,36.4,0,1,0,441
Demarai Gray,midfielder,Leicester City,4468ec10,21,2017,76,1.91,0.5,20.7,0.07,70.9,-2.4,86,4,17.4,28,1,13,60.3,49,35,-0.2,2,0,17.2,0,1,0,441
Denis Zakaria,midfielder,M'Gladbach,384d58d9,20,2017,77,0.78,0.5,25.9,0.07,88.8,0.4,2,3,65.6,119,1,68,48.4,39,40,-0.06,11,0,41.5,0,1,0,400
Dennis Geiger,midfielder,Hoffenheim,37f606f0,19,2017,70,1.19,0.1,21.7,0.09,86.0,-0.3,26,2,40.0,67,0,18,41.7,29,23,0.11,9,0,40.0,0,1,0,361
Dennis Praet,midfielder,Sampdoria,86695068,23,2017,76,1.12,-1.0,21.4,0.06,81.3,-0.3,70,8,52.1,122,0,23,69.0,57,44,-0.15,4,0,31.3,0,1,0,529
Diego Demme,midfielder,RB Leipzig,dc3fa3b5,25,2017,79,0.43,-0.5,21.4,0.04,83.2,0.8,18,2,54.0,129,0,44,53.8,41,39,0.19,4,0,22.6,0,1,0,625
Diego GodГ­n,defender,AtlГ©tico Madrid,fc4f85b1,31,2017,90,0.46,-1.9,9.6,0.14,85.8,-0.6,0,0,55.3,109,1,212,85.7,5,15,0.43,6,0,65.9,1,0,0,961
Diego Llorente,defender,Real Sociedad,bba30585,23,2017,76,0.85,0.7,14.3,0.1,88.8,0.0,3,0,62.1,73,0,140,88.9,14,38,0.05,9,1,55.3,1,0,0,529
Dimitri LiГ©nard,midfielder,Strasbourg,f7691f63,29,2017,76,1.76,1.4,25.9,0.05,71.3,-2.2,266,4,35.7,129,1,43,65.4,75,49,-0.14,6,0,30.0,0,1,0,841
Dimitri Payet,midfielder,Marseille,58ae47b2,30,2017,84,2.11,-1.6,22.7,0.1,73.6,-0.4,235,14,21.6,41,1,4,78.9,109,34,1.11,6,0,25.0,0,1,0,900
Divock Origi,forward,Wolfsburg,43a166b4,22,2017,77,2.84,-1.2,16.2,0.12,74.5,0.9,13,6,14.3,9,0,19,48.3,30,31,-0.69,2,0,41.7,0,0,1,484
Domenico Berardi,forward,Sassuolo,53a0e358,22,2017,78,3.18,-3.8,22.6,0.07,65.1,-1.7,120,8,16.9,48,1,18,62.1,47,37,-0.02,8,1,32.0,0,0,1,484
Dominic Calvert-Lewin,forward,Everton,59e6e5bf,20,2017,74,2.06,-0.8,14.7,0.11,59.9,3.4,19,3,13.3,25,1,22,48.8,30,29,-0.24,4,0,44.2,0,0,1,400
Dominik Kohr,midfielder,Leverkusen,0fbecd11,23,2017,77,2.16,-2.9,18.7,0.1,82.5,-0.3,3,3,61.0,79,0,36,57.9,40,27,0.44,9,1,37.9,0,1,0,529
Dominique Heintz,defender,KГ¶ln,699fb8db,23,2017,77,0.26,0.5,20.0,0.06,81.9,-0.7,21,1,59.4,113,0,209,52.9,19,65,-0.69,3,0,52.1,1,0,0,529
Douglas Luiz,midfielder,Girona,6f7d826d,19,2017,73,2.91,-0.7,18.7,0.07,74.3,-0.7,8,0,27.3,14,0,2,100.0,3,10,-0.79,3,0,33.3,0,1,0,361
Dries Mertens,forward,Napoli,89b2c8a9,30,2017,87,3.69,0.0,18.4,0.11,73.3,-0.2,30,16,13.9,33,1,11,47.7,50,23,1.06,4,0,11.1,0,0,1,900
DuvГЎn Zapata,forward,Sampdoria,d3de9af0,26,2017,79,2.43,1.3,13.5,0.17,66.7,-0.6,42,6,16.7,17,1,23,51.9,49,38,-0.19,1,0,45.0,0,0,1,676
Eden Hazard,forward,Chelsea,a39bb753,26,2017,91,2.56,3.8,17.4,0.09,81.1,-2.4,51,31,14.3,9,0,1,82.5,121,27,0.63,2,0,29.6,0,0,1,676
Edimilson Fernandes,forward,West Ham,3bb625ac,21,2017,71,0.75,-0.3,22.6,0.04,77.1,0.7,7,2,42.9,33,0,7,76.9,6,20,-1.2,1,0,38.5,0,0,1,441
Edin DЕѕeko,forward,Roma,3bb7f478,31,2017,85,4.53,-1.4,14.5,0.11,68.6,-0.9,19,17,20.0,19,0,36,65.1,35,23,0.68,6,0,63.0,0,0,1,961
Edinson Cavani,forward,Paris S-G,527f063d,30,2017,89,3.49,5.2,15.1,0.2,78.0,0.0,13,10,12.5,20,0,24,57.7,11,21,1.48,3,0,47.1,0,0,1,900
Edoardo Goldaniga,defender,Sassuolo,4b029b31,23,2017,74,0.39,0.6,14.6,0.08,71.0,-0.2,1,1,55.6,33,0,49,100.0,1,14,0.16,5,4,51.4,1,0,0,529
Ellyes Skhiri,midfielder,Montpellier,c2211709,22,2017,76,1.15,1.7,24.7,0.06,85.5,-0.4,8,4,42.0,166,4,55,82.0,39,28,0.07,8,0,50.7,0,1,0,484
Elseid Hysaj,defender,Napoli,2f3452eb,23,2017,81,0.32,-0.4,21.7,0.04,86.5,-0.7,52,3,57.1,107,4,74,51.1,92,25,1.04,3,1,48.1,1,0,0,529
Emil Forsberg,midfielder,RB Leipzig,9a2e0ccc,25,2017,82,2.23,-1.5,22.1,0.07,72.6,-0.4,87,4,42.9,32,0,6,58.8,40,27,0.3,0,1,30.0,0,1,0,625
Emil Krafth,defender,Bologna,77cf6852,22,2017,74,0.19,-0.3,16.0,0.15,79.5,-0.1,11,0,52.6,39,1,40,71.4,12,20,-1.07,2,0,43.3,1,0,0,484
Emre Can,midfielder,Liverpool,a65ce836,23,2017,80,1.16,1.2,21.2,0.07,85.2,1.0,11,1,41.9,95,1,52,75.0,56,29,0.98,8,0,47.9,0,1,0,529
Enes Гњnal,forward,Villarreal,f8eca1b6,20,2017,78,2.87,0.1,17.7,0.14,71.7,0.3,5,3,0.0,13,0,16,40.9,14,19,-0.12,1,0,46.6,0,0,1,400
Enis Bardhi,midfielder,Levante,cac2537b,22,2017,78,2.11,5.9,24.6,0.08,76.1,-0.3,55,2,26.3,55,0,17,58.1,18,27,-0.09,8,0,21.1,0,1,0,484
Eric Bailly,defender,Manchester Utd,a1232f4e,23,2017,82,0.27,-0.1,4.9,0.37,86.0,-0.2,0,0,41.7,42,1,76,100.0,1,6,0.54,2,0,68.0,1,0,0,529
Eric Dier,forward,Tottenham,ac861941,23,2017,80,1.02,-2.0,17.5,0.06,85.3,0.3,26,0,40.5,109,7,133,86.7,27,30,0.87,4,0,57.0,0,0,1,529
Erick Cabaco,defender,Levante,e7ab4179,22,2017,75,0.17,-0.6,6.3,0.3,71.6,0.0,0,0,70.0,42,2,89,50.0,1,17,-0.62,5,0,59.4,1,0,0,484
Erik Thommy,midfielder,Stuttgart,df8e7b62,22,2017,75,2.66,-0.5,24.1,0.09,62.9,1.3,76,1,52.9,28,1,9,31.8,14,7,0.31,0,0,31.3,0,1,0,484
Ermin BiДЌakДЌiД‡,defender,Hoffenheim,7aac47fe,27,2017,75,0.33,-0.5,17.1,0.24,85.1,0.0,0,1,66.7,26,0,32,33.3,1,10,-0.98,4,0,48.0,1,0,0,729
Fabian SchГ¤r,defender,La CoruГ±a,c8aa95da,25,2017,75,0.73,-1.0,20.2,0.17,79.2,1.4,1,0,52.5,104,1,186,70.0,15,56,-0.47,10,0,55.1,1,0,0,625
Fabinho,midfielder,Monaco,7f3b388c,23,2017,85,0.62,0.4,24.8,0.13,85.6,-1.2,10,10,42.9,157,0,71,72.5,39,38,0.37,8,0,67.6,0,1,0,529
Fabio Quagliarella,forward,Sampdoria,ee4f2f3b,34,2017,82,3.48,0.0,18.8,0.11,65.0,-1.2,48,9,8.0,18,0,22,54.5,30,41,0.0,4,0,47.8,0,0,1,1156
Federico Bernardeschi,forward,Juventus,ee93c1a9,23,2017,82,2.87,1.2,19.8,0.1,80.0,1.0,25,2,14.3,19,1,18,74.2,17,5,0.74,4,0,66.7,0,0,1,529
Federico Ceccherini,defender,Crotone,d9624b51,25,2017,72,0.45,-0.6,15.5,0.1,80.8,-0.6,4,1,52.0,118,1,304,81.0,16,62,-0.64,4,1,56.1,1,0,0,625
Federico Chiesa,forward,Fiorentina,b0f7e36c,19,2017,79,3.26,-1.0,19.7,0.06,71.7,-2.3,110,17,29.6,80,0,15,54.3,107,42,0.46,7,0,25.8,0,0,1,361
Federico Fazio,defender,Roma,4e358a2d,30,2017,82,0.55,-0.4,11.7,0.13,84.2,0.9,5,0,80.6,102,3,222,69.6,19,25,0.68,6,0,78.6,1,0,0,900
Federico FernГЎndez,defender,Swansea City,f25b010f,28,2017,76,0.27,0.3,10.5,0.08,82.2,0.3,4,0,66.7,78,1,247,25.0,2,44,-0.81,5,0,54.5,1,0,0,784
Federico Valverde,midfielder,La CoruГ±a,0959c2a2,19,2017,73,1.31,-0.8,26.4,0.04,75.4,-0.9,13,2,53.3,46,0,14,53.8,6,27,-0.28,0,0,51.7,0,1,0,361
Ferland Mendy,defender,Lyon,3cefcaef,22,2017,79,0.76,-0.8,21.3,0.04,85.1,2.6,58,8,64.5,70,0,56,68.6,61,33,0.62,4,0,59.7,1,0,0,484
Filip KostiД‡,forward,Hamburger SV,b1cd37e6,24,2017,77,2.36,-1.7,19.8,0.1,57.7,-2.2,125,4,48.8,58,0,11,27.6,44,38,-0.42,2,0,31.9,0,0,1,576
Flavien Tait,midfielder,Angers,a0f9b535,24,2017,74,2.34,0.0,22.8,0.07,70.6,-2.3,102,13,23.1,70,1,14,68.3,87,29,0.04,4,1,10.5,0,1,0,576
Florent Mollet,midfielder,Metz,7e82a78f,25,2017,76,2.74,2.4,24.4,0.08,80.4,-0.3,71,6,12.0,36,0,14,56.8,24,32,-0.79,5,0,20.8,0,1,0,625
Florian Kainz,midfielder,Werder Bremen,94c18565,24,2017,76,1.79,-0.1,21.8,0.09,69.3,-0.5,116,4,47.4,50,0,11,46.6,39,21,-0.15,5,0,39.4,0,1,0,576
Florian Lejeune,defender,Newcastle Utd,6eaed4eb,26,2017,78,0.56,-0.6,21.0,0.05,76.3,0.5,4,1,46.7,80,0,162,92.3,10,32,-0.37,3,0,61.7,1,0,0,676
Florian Niederlechner,forward,Freiburg,d6862409,26,2017,75,2.97,-0.3,15.7,0.1,74.2,-0.6,3,1,40.0,11,0,5,8.0,10,14,-0.32,1,0,29.4,0,0,1,676
Francesco Acerbi,defender,Sassuolo,b96b595c,29,2017,83,0.39,-1.0,18.0,0.07,84.3,-0.7,12,0,61.1,139,1,299,73.9,38,59,-0.07,4,0,72.0,1,0,0,841
Francis Coquelin,forward,Valencia,a6951bf8,26,2017,79,0.55,0.7,16.7,0.07,82.6,-0.1,1,1,56.3,38,0,21,77.8,6,9,-0.32,2,0,76.9,0,0,1,676
Gabriel Jesus,forward,Manchester City,b66315ae,20,2017,83,2.91,0.8,12.0,0.23,79.5,0.9,2,4,13.6,31,0,3,64.9,21,12,1.69,6,0,32.3,0,0,1,400
Gabriel Silva,defender,Saint-Г‰tienne,4914ed4a,26,2017,72,0.48,0.3,21.7,0.06,79.0,1.2,54,1,61.3,65,1,85,64.3,34,25,0.15,2,1,48.2,1,0,0,676
Gareth Bale,forward,Real Madrid,a58bb1e1,28,2017,88,3.8,4.0,15.5,0.15,77.4,-3.0,55,4,21.4,31,0,21,59.6,44,22,1.15,5,0,53.2,0,0,1,784
GaГ«l Kakuta,midfielder,Amiens,5b1bf5e3,26,2017,76,1.55,2.6,24.7,0.06,63.0,-0.1,173,15,22.5,80,0,25,62.7,56,35,-0.53,3,0,30.4,0,1,0,676
GaГ«tan Laborde,forward,Bordeaux,7cdda3bf,23,2017,75,2.82,-1.4,15.3,0.11,62.2,-0.4,12,1,28.6,10,1,7,48.4,16,9,0.29,1,0,42.3,0,0,1,529
Geoffrey Kondogbia,midfielder,Valencia,cce181df,24,2017,82,0.96,2.0,21.4,0.07,86.9,1.3,3,6,33.8,150,0,103,85.9,29,30,0.09,12,1,53.9,0,1,0,576
Georginio Wijnaldum,midfielder,Liverpool,eb58eef0,26,2017,82,1.43,-1.8,19.0,0.07,89.2,0.8,2,4,47.8,59,0,19,76.4,35,23,0.95,1,0,34.1,0,1,0,676
GermГЎn Pezzella,defender,Fiorentina,8c725b43,26,2017,81,0.76,-1.4,14.6,0.1,83.9,-0.8,2,1,46.3,126,1,193,100.0,12,37,0.46,12,0,66.4,1,0,0,676
Giacomo Bonaventura,midfielder,Milan,d995ed27,27,2017,82,2.23,3.9,20.2,0.07,84.3,-1.4,78,8,20.0,64,0,38,66.7,73,29,0.33,3,0,45.9,0,1,0,729
Gian Marco Ferrari,defender,Sampdoria,8650af85,25,2017,75,0.31,0.7,9.2,0.14,88.1,-0.3,1,0,50.0,43,4,212,85.7,10,48,-0.38,4,0,61.3,1,0,0,625
Gianluca Caprari,forward,Sampdoria,54e53b7e,24,2017,73,3.38,-3.2,17.7,0.12,73.8,-0.4,58,6,0.0,24,0,3,48.0,44,28,-0.08,5,2,25.0,0,0,1,576
Gianluca Mancini,defender,Atalanta,5aa53281,21,2017,70,0.53,0.1,8.7,0.24,80.7,0.0,3,0,58.8,35,0,29,100.0,3,8,0.71,5,2,75.9,1,0,0,441
Giorgio Chiellini,defender,Juventus,e85fb9b8,32,2017,90,0.42,-0.6,14.0,0.06,86.5,0.3,8,4,46.7,75,3,204,90.9,24,15,0.75,2,0,64.1,1,0,0,1024
Giovani Lo Celso,midfielder,Paris S-G,d7553721,21,2017,82,1.93,1.2,21.8,0.07,89.5,1.1,15,4,35.1,96,1,37,70.1,46,17,1.24,2,0,27.8,0,1,0,441
Giovanni Simeone,forward,Fiorentina,343c0d52,22,2017,78,3.21,-0.3,15.1,0.13,68.3,1.1,19,12,20.0,44,0,34,52.5,31,41,0.31,3,0,22.3,0,0,1,484
Giuseppe Pezzella,midfielder,Udinese,149c5f5d,19,2017,71,0.7,-0.2,26.3,0.03,69.3,-0.9,44,1,36.8,25,0,23,68.4,17,21,-0.26,3,1,41.2,0,1,0,361
Gonzalo Escalante,midfielder,Eibar,3f79a1c8,24,2017,78,1.44,-0.3,18.2,0.05,72.7,-1.0,10,2,43.6,91,0,26,71.4,17,31,-0.47,3,0,54.1,0,1,0,576
Granit Xhaka,midfielder,Arsenal,e61b8aee,24,2017,81,1.82,-1.4,27.7,0.04,84.8,3.6,102,3,37.7,115,4,101,75.0,69,50,0.48,10,0,47.9,0,1,0,576
Guillermo MaripГЎn,defender,AlavГ©s,d9764034,23,2017,77,0.24,-0.5,8.9,0.13,76.5,0.0,0,0,53.1,64,0,127,90.9,1,20,-0.32,4,0,53.7,1,0,0,529
Hakan Г‡alhanoДџlu,forward,Milan,cd0fa27b,23,2017,80,3.56,0.8,21.8,0.06,75.3,-1.1,155,10,25.8,59,0,18,74.2,48,20,0.68,6,2,18.2,0,0,1,529
Hamari TraorГ©,defender,Rennes,a4b1028a,25,2017,74,0.51,-0.4,28.4,0.03,76.9,-0.3,63,1,62.1,140,0,86,68.6,38,34,-0.08,10,0,56.7,1,0,0,625
Hamza Choudhury,forward,Leicester City,7d2d3329,19,2017,69,0.48,0.0,30.6,0.02,82.2,0.6,1,0,20.0,17,0,9,0.0,4,9,0.23,1,0,0.0,0,0,1,361
Hans Hateboer,defender,Atalanta,3b333ac3,23,2017,75,0.9,-2.2,15.2,0.09,78.8,-0.3,53,2,57.7,61,1,48,39.3,54,28,0.61,3,0,48.7,1,0,0,529
Harry Kane,forward,Tottenham,21a66f6a,24,2017,90,5.3,5.6,16.9,0.12,68.5,-0.7,20,22,26.7,22,0,24,49.0,30,34,0.81,5,0,42.6,0,0,1,576
Harry Maguire,defender,Leicester City,d8931174,24,2017,82,0.79,-0.8,12.3,0.09,77.4,-0.1,15,7,60.5,111,1,243,85.0,33,60,0.05,7,0,66.1,1,0,0,576
Harry Winks,midfielder,Tottenham,2f7acede,21,2017,75,0.35,-0.1,29.6,0.03,88.7,0.5,10,0,50.0,26,1,20,80.0,16,9,0.38,0,0,40.0,0,1,0,441
Harvey Barnes,midfielder,Leicester City,3ea50f67,19,2017,69,9.0,-0.1,9.6,0.07,85.7,0.0,1,0,0.0,0,0,0,0.0,1,0,5.04,0,0,100.0,0,1,0,361
Henrikh Mkhitaryan,midfielder,Manchester Utd,dd0daf32,28,2017,84,1.46,0.2,21.6,0.05,76.9,2.0,52,5,20.0,22,0,3,45.2,40,4,0.91,2,0,50.0,0,1,0,784
Houssem Aouar,midfielder,Lyon,a5db0bec,19,2017,78,1.85,0.7,18.3,0.11,84.7,0.5,14,9,30.3,105,0,34,71.7,72,30,0.63,1,0,42.3,0,1,0,361
Iago Aspas,forward,Celta Vigo,7dcf86f6,29,2017,85,2.79,5.0,16.5,0.16,75.4,-4.5,62,14,14.7,49,1,12,63.0,77,46,0.13,9,0,27.3,0,0,1,841
Ibrahima KonatГ©,defender,RB Leipzig,5ed9b537,18,2017,73,0.15,-0.3,8.4,0.16,81.0,-0.5,0,0,78.3,52,0,68,33.3,3,23,0.03,1,0,65.5,1,0,0,324
Ignatius Ganago,forward,Nice,23c63b7f,18,2017,67,3.91,0.4,10.0,0.21,68.4,0.0,0,1,0.0,0,0,1,33.3,0,0,1.2,1,0,50.0,0,0,1,324
Ihlas Bebou,midfielder,Hannover 96,a53b661f,23,2017,76,2.1,-0.2,19.1,0.1,69.8,-3.5,55,11,51.9,61,0,30,49.2,51,37,0.11,3,0,50.0,0,1,0,529
Isaac Hayden,midfielder,Newcastle Utd,c951a6df,22,2017,72,0.92,0.0,22.1,0.07,73.6,-0.6,17,2,35.3,63,0,49,46.2,6,25,-0.57,7,0,52.2,0,1,0,484
Isco,midfielder,Real Madrid,a0b4bb3e,25,2017,89,2.49,1.6,19.2,0.11,84.8,0.7,94,4,14.3,37,0,9,69.9,88,17,1.17,1,0,17.6,0,1,0,625
IsmaГ«l TraorГ©,defender,Angers,b666421b,30,2017,75,0.44,1.2,9.5,0.13,83.4,0.7,3,2,48.3,106,2,142,73.7,11,44,0.06,2,0,53.2,1,0,0,900
Issa Diop,defender,Toulouse,a712ca2b,20,2017,76,0.56,1.0,11.9,0.11,79.3,-0.6,2,2,43.8,134,0,164,73.3,9,50,-0.14,8,0,61.3,1,0,0,400
Ivan PeriЕЎiД‡,forward,Inter,6fe90922,28,2017,86,3.15,2.4,17.4,0.07,67.6,-1.8,200,11,14.3,92,0,68,58.5,75,27,0.54,4,0,51.6,0,0,1,784
Ivan RadovanoviД‡,midfielder,Chievo,023937a9,28,2017,77,0.95,0.1,30.5,0.03,79.6,0.2,30,0,37.5,102,1,126,72.7,21,51,-0.57,6,1,63.8,0,1,0,784
Ivan RakitiД‡,midfielder,Barcelona,89f951b5,29,2017,87,0.89,-1.0,22.4,0.07,88.6,1.1,54,1,33.3,96,0,56,76.5,59,22,1.28,4,0,50.0,0,1,0,841
Jack Cork,midfielder,Burnley,74e12f1e,28,2017,79,0.39,-0.2,17.6,0.15,79.7,-0.1,19,2,32.3,101,1,91,73.8,40,39,-0.5,7,0,39.5,0,1,0,784
Jack Stephens,defender,Southampton,6adbc307,23,2017,74,0.5,0.7,11.5,0.12,75.0,-0.2,9,1,52.0,70,2,146,68.0,14,33,-0.3,6,1,57.0,1,0,0,529
Jadon Sancho,forward,Dortmund,dbf053da,17,2017,78,1.3,-0.9,12.6,0.19,81.8,1.1,14,4,28.6,10,0,3,37.8,19,10,0.99,0,0,45.5,0,0,1,289
Jakub Jankto,midfielder,Udinese,1ea5f91c,21,2017,76,1.97,-0.3,18.6,0.07,71.2,-1.9,116,6,21.7,49,0,26,59.5,55,47,-0.11,5,0,34.1,0,1,0,441
Jamaal Lascelles,defender,Newcastle Utd,450ab6fc,23,2017,78,0.37,1.9,12.2,0.09,76.8,-0.7,2,0,63.2,59,1,238,83.3,10,31,-0.14,5,0,69.6,1,0,0,529
James McArthur,midfielder,Crystal Palace,cee31595,29,2017,76,1.11,1.3,12.9,0.13,78.1,-1.2,11,1,37.7,94,2,61,71.1,25,35,0.21,5,0,43.2,0,1,0,841
James Milner,midfielder,Liverpool,2f90f6b8,31,2017,81,1.06,-1.1,19.9,0.05,81.6,-0.2,123,1,38.5,79,0,39,75.0,45,25,0.84,3,0,56.1,0,1,0,961
James Tarkowski,defender,Burnley,15ea812b,24,2017,80,0.58,-1.4,9.9,0.08,72.6,-0.8,4,1,44.7,96,2,242,84.6,6,30,-0.44,5,0,71.3,1,0,0,576
James Tomkins,defender,Crystal Palace,e7ca0439,28,2017,78,0.87,0.8,12.6,0.11,81.5,-0.1,1,0,51.6,110,1,218,100.0,8,32,0.34,8,0,63.5,1,0,0,784
James Ward-Prowse,forward,Southampton,3515d404,22,2017,77,1.47,0.8,22.2,0.08,68.7,0.2,159,0,11.1,31,0,29,83.3,16,29,-0.08,3,0,30.9,0,0,1,484
Jamie Vardy,forward,Leicester City,45963054,30,2017,82,1.8,3.7,14.6,0.17,57.2,-2.0,39,7,12.5,17,0,16,42.1,23,57,0.05,3,0,37.9,0,0,1,900
Jan Bednarek,defender,Southampton,4115ce4e,21,2017,71,0.21,0.8,7.4,0.15,72.0,0.0,0,0,50.0,11,0,25,0.0,1,5,0.34,1,0,29.2,1,0,0,441
Janik Haberer,midfielder,Freiburg,70dcf94d,23,2017,74,1.34,-1.3,20.7,0.08,70.0,0.6,16,1,40.4,92,0,48,63.4,30,47,-0.17,9,0,40.7,0,1,0,529
Jannik Vestergaard,defender,M'Gladbach,1900032e,24,2017,80,0.75,1.1,12.3,0.08,85.0,-0.9,0,0,66.7,98,3,244,85.7,5,48,-0.06,5,0,63.8,1,0,0,576
Jason,forward,Levante,9038c2a1,23,2017,74,1.66,-1.6,18.4,0.08,64.2,-0.7,63,5,28.9,52,0,18,35.2,27,25,-0.58,2,0,35.6,0,0,1,529
Jean-Eudes Aholou,midfielder,Strasbourg,48b28bfd,23,2017,76,1.17,2.8,23.8,0.06,85.5,-1.0,5,1,30.9,145,1,70,78.0,29,58,-0.34,4,0,50.5,0,1,0,529
Jean-KГ©vin Augustin,forward,RB Leipzig,97bfa797,20,2017,76,2.49,2.5,15.5,0.16,76.6,3.1,12,7,42.9,20,0,8,32.4,18,19,0.28,1,0,25.0,0,0,1,400
Jean-Philippe Gbamin,forward,Mainz 05,6bd603db,21,2017,79,0.94,-0.2,32.6,0.05,78.1,1.5,6,1,66.2,128,0,113,48.4,31,42,-0.26,4,0,63.1,0,0,1,441
Jean-Victor Makengo,forward,Nice,22bfb57e,19,2017,69,0.37,-0.1,8.4,0.06,87.3,0.0,5,0,50.0,7,1,2,50.0,9,1,-0.55,1,0,33.3,0,0,1,361
Jeff Hendrick,forward,Burnley,989d5705,25,2017,75,0.97,0.0,19.7,0.08,79.3,-0.7,23,5,17.6,24,1,22,75.0,27,28,-0.62,1,0,20.5,0,0,1,625
Jeffrey Gouweleeuw,defender,Augsburg,1025db8e,26,2017,79,0.53,-1.0,14.3,0.07,77.3,-0.4,3,1,65.9,111,0,134,52.9,15,36,0.13,4,0,50.9,1,0,0,676
Jeffrey Schlupp,forward,Crystal Palace,3312f911,24,2017,73,0.77,-1.2,18.1,0.08,72.7,0.0,31,4,53.5,81,0,71,56.5,25,30,0.1,3,0,43.7,0,0,1,576
Jeison Murillo,defender,Valencia,b233e8e4,25,2017,81,0.13,-0.1,12.1,0.07,89.2,0.0,0,0,66.7,60,1,112,100.0,0,10,0.17,4,0,67.2,1,0,0,625
Jens Stryger Larsen,defender,Udinese,f91e81c9,26,2017,73,0.68,-0.8,16.6,0.09,81.0,0.0,23,2,53.8,67,2,114,61.5,14,43,-0.1,5,0,36.5,1,0,0,676
Jesse Lingard,midfielder,Manchester Utd,810e3c74,24,2017,82,2.77,0.9,17.8,0.13,84.4,2.2,46,9,18.5,39,0,15,53.8,68,18,0.32,2,0,16.7,0,1,0,576
JesГєs Navas,forward,Sevilla,3f10bd22,31,2017,81,0.97,-0.1,18.9,0.06,70.6,-2.9,94,2,46.2,51,0,40,57.1,52,28,0.25,2,0,31.4,0,0,1,961
Joachim Andersen,defender,Sampdoria,e34fc66d,21,2017,75,0.49,-0.1,16.0,0.05,87.5,0.0,0,0,100.0,17,1,73,0.0,5,13,-0.41,0,0,89.5,1,0,0,441
JoaquГ­n,midfielder,Betis,4c5b14d2,36,2017,82,1.2,0.2,20.5,0.12,82.6,0.8,94,12,25.0,37,0,47,68.8,68,50,-0.04,7,0,37.0,0,1,0,1296
JoaquГ­n Correa,forward,Sevilla,45b9b619,22,2017,79,1.81,-1.4,14.2,0.1,81.7,-1.0,7,7,27.6,17,0,15,53.3,40,12,0.68,5,0,44.4,0,0,1,484
Joe Gomez,defender,Liverpool,7a11550b,20,2017,76,0.24,-0.3,21.9,0.05,80.9,0.5,45,2,52.5,92,1,54,88.5,36,22,1.07,3,0,52.4,1,0,0,400
Joel Ward,defender,Crystal Palace,8a7ff278,27,2017,74,0.28,-0.2,16.4,0.05,72.3,0.1,46,1,57.1,63,0,63,57.1,16,25,0.16,4,0,56.9,1,0,0,729
John Brooks,defender,Wolfsburg,e27da244,24,2017,80,0.12,-0.1,10.4,0.11,85.7,0.0,0,0,72.7,30,0,69,66.7,0,9,0.23,1,0,70.4,1,0,0,576
John Guidetti,forward,AlavГ©s,99bebd12,25,2017,79,2.06,0.3,18.9,0.1,62.7,1.3,14,2,20.0,9,0,8,63.6,12,9,-0.33,3,0,39.5,0,0,1,625
John Stones,defender,Manchester City,5eecec3d,23,2017,82,0.76,-0.8,12.0,0.07,95.8,0.0,1,0,36.4,34,0,83,100.0,8,11,1.54,0,0,76.7,1,0,0,529
Jonas Hofmann,midfielder,M'Gladbach,2903a856,25,2017,78,1.74,-2.1,17.8,0.1,71.5,0.0,35,4,46.2,35,0,19,30.8,24,22,0.15,0,0,25.0,0,1,0,625
Jonas Martin,midfielder,Strasbourg,468fdbad,27,2017,77,0.71,-0.4,23.6,0.06,83.6,-0.9,50,1,31.5,106,0,58,65.9,34,60,-0.44,6,0,41.8,0,1,0,729
Jonathan Bamba,forward,Saint-Г‰tienne,b2bd0f6c,21,2017,76,2.24,-2.8,22.7,0.09,74.5,-0.7,107,8,19.7,49,0,16,51.8,76,34,0.25,1,0,35.3,0,0,1,441
Jonathan Schmid,midfielder,Augsburg,088ca1bd,27,2017,74,1.41,-1.7,20.3,0.08,70.5,-1.8,88,1,61.1,33,1,21,31.8,16,23,-0.24,1,0,51.2,0,1,0,729
Jonathan Tah,defender,Leverkusen,bd142efb,21,2017,83,0.26,-0.5,11.1,0.07,85.8,0.7,4,1,78.9,81,2,160,68.8,5,34,0.57,1,0,66.7,1,0,0,441
Jonjo Shelvey,midfielder,Newcastle Utd,3727dd3c,25,2017,78,1.67,-1.4,26.7,0.06,69.7,0.5,79,3,30.8,67,0,42,69.7,30,28,-0.34,3,3,60.6,0,1,0,625
Jonjoe Kenny,defender,Everton,099e666f,20,2017,71,0.17,-0.1,17.9,0.05,67.8,-0.5,46,0,62.5,69,0,78,37.5,16,31,-0.59,2,0,55.1,1,0,0,400
Jonny Evans,defender,West Brom,f8fcd2a5,29,2017,78,0.4,-0.1,7.8,0.22,79.9,1.1,4,0,42.4,77,1,156,100.0,10,38,-0.17,7,0,61.4,1,0,0,841
