Player,Pos,Squad,id,Age,Season,RATING,Gls,SoT%,Cmp%,Ast,Tkl%,Clr,Att.5,Succ%,PPM,CrdY,CrdR,Won%,def,mid,forw,Age^2
Federico Fazio,defender,Roma,4e358a2d,30,2017,82,2,22.2,84.2,1,80.6,161,23,69.6,2.0,6,0,78.6,1,0,0,900
Federico FernГЎndez,defender,Swansea City,f25b010f,28,2017,76,1,25.0,82.2,1,66.7,201,4,25.0,0.93,5,0,54.5,1,0,0,784
Federico Valverde,midfielder,La CoruГ±a,0959c2a2,19,2017,73,0,22.2,75.4,0,53.3,17,13,53.8,0.88,0,0,51.7,0,1,0,361
Ferland Mendy,defender,Lyon,3cefcaef,22,2017,79,0,27.8,85.1,5,64.5,43,70,68.6,1.81,4,0,59.7,1,0,0,484
Filip KostiД‡,forward,Hamburger SV,b1cd37e6,24,2017,77,5,42.2,57.7,1,48.8,12,123,27.6,1.0,2,0,31.9,0,0,1,576
Flavien Tait,midfielder,Angers,a0f9b535,24,2017,74,4,44.8,70.6,3,23.1,17,101,68.3,1.06,4,1,10.5,0,1,0,576
Florent Mollet,midfielder,Metz,7e82a78f,25,2017,76,7,48.8,80.4,1,12.0,8,37,56.8,0.77,5,0,20.8,0,1,0,625
Florian Kainz,midfielder,Werder Bremen,94c18565,24,2017,76,3,32.4,69.3,3,47.4,13,58,46.6,1.13,5,0,39.4,0,1,0,576
Florian Lejeune,defender,Newcastle Utd,6eaed4eb,26,2017,78,0,15.4,76.3,2,46.7,154,13,92.3,1.0,3,0,61.7,1,0,0,676
Florian Niederlechner,forward,Freiburg,d6862409,26,2017,75,2,30.4,74.2,0,40.0,6,25,8.0,0.8,1,0,29.4,0,0,1,676
Francesco Acerbi,defender,Sassuolo,b96b595c,29,2017,83,0,13.3,84.3,0,61.1,255,23,73.9,1.13,4,0,72.0,1,0,0,841
Francis Coquelin,forward,Valencia,a6951bf8,26,2017,79,1,75.0,82.6,0,56.3,23,18,77.8,2.11,2,0,76.9,0,0,1,676
Gabriel Jesus,forward,Manchester City,b66315ae,20,2017,83,13,55.6,79.5,3,13.6,6,37,64.9,2.69,6,0,32.3,0,0,1,400
Gabriel Silva,defender,Saint-Г‰tienne,4914ed4a,26,2017,72,1,27.3,79.0,2,61.3,83,28,64.3,1.6,2,1,48.2,1,0,0,676
Gareth Bale,forward,Real Madrid,a58bb1e1,28,2017,88,16,40.8,77.4,2,21.4,18,52,59.6,1.92,5,0,53.2,0,0,1,784
GaГ«l Kakuta,midfielder,Amiens,5b1bf5e3,26,2017,76,6,34.0,63.0,6,22.5,19,142,62.7,1.25,3,0,30.4,0,1,0,676
GaГ«tan Laborde,forward,Bordeaux,7cdda3bf,23,2017,75,3,40.0,62.2,0,28.6,7,31,48.4,1.6,1,0,42.3,0,0,1,529
Geoffrey Kondogbia,midfielder,Valencia,cce181df,24,2017,82,4,25.0,86.9,4,33.8,66,64,85.9,1.77,12,1,53.9,0,1,0,576
Georginio Wijnaldum,midfielder,Liverpool,eb58eef0,26,2017,82,1,23.7,89.2,2,47.8,20,55,76.4,2.03,1,0,34.1,0,1,0,676
GermГЎn Pezzella,defender,Fiorentina,8c725b43,26,2017,81,1,20.0,83.9,0,46.3,185,6,100.0,1.5,12,0,66.4,1,0,0,676
Giacomo Bonaventura,midfielder,Milan,d995ed27,27,2017,82,8,46.0,84.3,2,20.0,17,51,66.7,1.58,3,0,45.9,0,1,0,729
Gian Marco Ferrari,defender,Sampdoria,8650af85,25,2017,75,2,55.6,88.1,0,50.0,149,7,85.7,1.43,4,0,61.3,1,0,0,625
Gianluca Caprari,forward,Sampdoria,54e53b7e,24,2017,73,5,33.8,73.8,3,0.0,3,75,48.0,1.38,5,2,25.0,0,0,1,576
Gianluca Mancini,defender,Atalanta,5aa53281,21,2017,70,1,25.0,80.7,0,58.8,22,3,100.0,1.45,5,2,75.9,1,0,0,441
Giorgio Chiellini,defender,Juventus,e85fb9b8,32,2017,90,0,20.0,86.5,1,46.7,142,11,90.9,2.42,2,0,64.1,1,0,0,1024
Giovani Lo Celso,midfielder,Paris S-G,d7553721,21,2017,82,4,36.8,89.5,3,35.1,12,67,70.1,2.48,2,0,27.8,0,1,0,441
Giovanni Simeone,forward,Fiorentina,343c0d52,22,2017,78,14,34.6,68.3,4,20.0,32,61,52.5,1.5,3,0,22.3,0,0,1,484
Giuseppe Pezzella,midfielder,Udinese,149c5f5d,19,2017,71,0,14.3,69.3,0,36.8,32,19,68.4,0.87,3,1,41.2,0,1,0,361
Gonzalo Escalante,midfielder,Eibar,3f79a1c8,24,2017,78,1,20.0,72.7,0,43.6,19,21,71.4,1.43,3,0,54.1,0,1,0,576
Granit Xhaka,midfielder,Arsenal,e61b8aee,24,2017,81,1,25.8,84.8,7,37.7,68,24,75.0,1.66,10,0,47.9,0,1,0,576
Guillermo MaripГЎn,defender,AlavГ©s,d9764034,23,2017,77,0,25.0,76.5,0,53.1,108,11,90.9,1.32,4,0,53.7,1,0,0,529
Hakan Г‡alhanoДџlu,forward,Milan,cd0fa27b,23,2017,80,6,32.6,75.3,6,25.8,15,31,74.2,1.9,6,2,18.2,0,0,1,529
Hamari TraorГ©,defender,Rennes,a4b1028a,25,2017,74,0,13.3,76.9,1,62.1,117,35,68.6,1.5,10,0,56.7,1,0,0,625
Hamza Choudhury,forward,Leicester City,7d2d3329,19,2017,69,0,0.0,82.2,1,20.0,4,1,0.0,0.88,1,0,0.0,0,0,1,361
Hans Hateboer,defender,Atalanta,3b333ac3,23,2017,75,0,33.3,78.8,1,57.7,46,28,39.3,1.52,3,0,48.7,1,0,0,529
Harry Kane,forward,Tottenham,21a66f6a,24,2017,90,30,39.8,68.5,2,26.7,19,96,49.0,2.08,5,0,42.6,0,0,1,576
Harry Maguire,defender,Leicester City,d8931174,24,2017,82,2,26.7,77.4,4,60.5,181,60,85.0,1.24,7,0,66.1,1,0,0,576
Harry Winks,midfielder,Tottenham,2f7acede,21,2017,75,0,0.0,88.7,1,50.0,10,10,80.0,2.06,0,0,40.0,0,1,0,441
Harvey Barnes,midfielder,Leicester City,3ea50f67,19,2017,69,0,0.0,85.7,0,0.0,0,0,0.0,1.33,0,0,100.0,0,1,0,361
Henrikh Mkhitaryan,midfielder,Manchester Utd,dd0daf32,28,2017,84,1,33.3,76.9,5,20.0,3,31,45.2,1.93,2,0,50.0,0,1,0,784
Houssem Aouar,midfielder,Lyon,a5db0bec,19,2017,78,6,34.0,84.7,5,30.3,34,113,71.7,2.0,1,0,42.3,0,1,0,361
Iago Aspas,forward,Celta Vigo,7dcf86f6,29,2017,85,22,44.0,75.4,5,14.7,11,92,63.0,1.38,9,0,27.3,0,0,1,841
Ibrahima KonatГ©,defender,RB Leipzig,5ed9b537,18,2017,73,0,0.0,81.0,0,78.3,66,3,33.3,1.56,1,0,65.5,1,0,0,324
Ignatius Ganago,forward,Nice,23c63b7f,18,2017,67,1,66.7,68.4,0,0.0,1,3,33.3,1.5,1,0,50.0,0,0,1,324
Ihlas Bebou,midfielder,Hannover 96,a53b661f,23,2017,76,5,38.0,69.8,2,51.9,27,124,49.2,1.1,3,0,50.0,0,1,0,529
Isaac Hayden,midfielder,Newcastle Utd,c951a6df,22,2017,72,1,64.3,73.6,0,35.3,43,13,46.2,1.27,7,0,52.2,0,1,0,484
Isco,midfielder,Real Madrid,a0b4bb3e,25,2017,89,7,38.8,84.8,7,14.3,2,83,69.9,2.0,1,0,17.6,0,1,0,625
IsmaГ«l TraorГ©,defender,Angers,b666421b,30,2017,75,3,42.9,83.4,1,48.3,132,19,73.7,1.09,2,0,53.2,1,0,0,900
Issa Diop,defender,Toulouse,a712ca2b,20,2017,76,3,31.6,79.3,0,43.8,128,15,73.3,0.88,8,0,61.3,1,0,0,400
Ivan PeriЕЎiД‡,forward,Inter,6fe90922,28,2017,86,11,32.8,67.6,7,14.3,62,53,58.5,1.95,4,0,51.6,0,0,1,784
Ivan RadovanoviД‡,midfielder,Chievo,023937a9,28,2017,77,1,27.3,79.6,1,37.5,107,11,72.7,0.97,6,1,63.8,0,1,0,784
Ivan RakitiД‡,midfielder,Barcelona,89f951b5,29,2017,87,1,39.3,88.6,5,33.3,16,34,76.5,2.51,4,0,50.0,0,1,0,841
Jack Cork,midfielder,Burnley,74e12f1e,28,2017,79,2,33.3,79.7,1,32.3,86,42,73.8,1.42,7,0,39.5,0,1,0,784
Jack Stephens,defender,Southampton,6adbc307,23,2017,74,2,36.4,75.0,0,52.0,108,25,68.0,0.86,6,1,57.0,1,0,0,529
Jadon Sancho,forward,Dortmund,dbf053da,17,2017,78,1,40.0,81.8,4,28.6,2,45,37.8,1.17,0,0,45.5,0,0,1,289
Jakub Jankto,midfielder,Udinese,1ea5f91c,21,2017,76,4,24.1,71.2,4,21.7,27,37,59.5,1.0,5,0,34.1,0,1,0,441
Jamaal Lascelles,defender,Newcastle Utd,450ab6fc,23,2017,78,3,66.7,76.8,0,63.2,232,6,83.3,1.3,5,0,69.6,1,0,0,529
James McArthur,midfielder,Crystal Palace,cee31595,29,2017,76,5,33.3,78.1,1,37.7,44,38,71.1,1.27,5,0,43.2,0,1,0,841
James Milner,midfielder,Liverpool,2f90f6b8,31,2017,81,0,23.8,81.6,3,38.5,23,16,75.0,2.06,3,0,56.1,0,1,0,961
James Tarkowski,defender,Burnley,15ea812b,24,2017,80,0,22.2,72.6,0,44.7,223,13,84.6,1.58,5,0,71.3,1,0,0,576
James Tomkins,defender,Crystal Palace,e7ca0439,28,2017,78,3,34.8,81.5,0,51.6,216,6,100.0,1.39,8,0,63.5,1,0,0,784
James Ward-Prowse,forward,Southampton,3515d404,22,2017,77,3,46.4,68.7,3,11.1,31,6,83.3,0.93,3,0,30.9,0,0,1,484
Jamie Vardy,forward,Leicester City,45963054,30,2017,82,20,43.1,57.2,1,12.5,17,57,42.1,1.19,3,0,37.9,0,0,1,900
Jan Bednarek,defender,Southampton,4115ce4e,21,2017,71,1,100.0,72.0,0,50.0,27,1,0.0,1.6,1,0,29.2,1,0,0,441
Janik Haberer,midfielder,Freiburg,70dcf94d,23,2017,74,3,36.6,70.0,4,40.4,42,41,63.4,1.09,9,0,40.7,0,1,0,529
Jannik Vestergaard,defender,M'Gladbach,1900032e,24,2017,80,3,25.0,85.0,0,66.7,161,7,85.7,1.34,5,0,63.8,1,0,0,576
Jason,forward,Levante,9038c2a1,23,2017,74,1,30.3,64.2,2,28.9,8,71,35.2,1.22,2,0,35.6,0,0,1,529
Jean-Eudes Aholou,midfielder,Strasbourg,48b28bfd,23,2017,76,5,17.9,85.5,0,30.9,58,50,78.0,1.09,4,0,50.5,0,1,0,529
Jean-KГ©vin Augustin,forward,RB Leipzig,97bfa797,20,2017,76,9,45.7,76.6,5,42.9,4,68,32.4,1.64,1,0,25.0,0,0,1,400
Jean-Philippe Gbamin,forward,Mainz 05,6bd603db,21,2017,79,1,44.4,78.1,3,66.2,80,64,48.4,1.07,4,0,63.1,0,0,1,441
Jean-Victor Makengo,forward,Nice,22bfb57e,19,2017,69,0,100.0,87.3,0,50.0,1,20,50.0,0.8,1,0,33.3,0,0,1,361
Jeff Hendrick,forward,Burnley,989d5705,25,2017,75,2,24.0,79.3,2,17.6,21,32,75.0,1.44,1,0,20.5,0,0,1,625
Jeffrey Gouweleeuw,defender,Augsburg,1025db8e,26,2017,79,0,14.3,77.3,0,65.9,128,17,52.9,1.26,4,0,50.9,1,0,0,676
Jeffrey Schlupp,forward,Crystal Palace,3312f911,24,2017,73,0,13.3,72.7,1,53.5,67,23,56.5,1.25,3,0,43.7,0,0,1,576
Jeison Murillo,defender,Valencia,b233e8e4,25,2017,81,0,0.0,89.2,0,66.7,85,3,100.0,2.35,4,0,67.2,1,0,0,625
Jens Stryger Larsen,defender,Udinese,f91e81c9,26,2017,73,1,26.3,81.0,1,53.8,82,13,61.5,1.23,5,0,36.5,1,0,0,676
Jesse Lingard,midfielder,Manchester Utd,810e3c74,24,2017,82,8,41.1,84.4,5,18.5,13,52,53.8,2.0,2,0,16.7,0,1,0,576
JesГєs Navas,forward,Sevilla,3f10bd22,31,2017,81,1,21.1,70.6,0,46.2,37,28,57.1,1.38,2,0,31.4,0,0,1,961
Joachim Andersen,defender,Sampdoria,e34fc66d,21,2017,75,0,0.0,87.5,0,100.0,41,0,0.0,1.29,0,0,89.5,1,0,0,441
JoaquГ­n,midfielder,Betis,4c5b14d2,36,2017,82,4,42.4,82.6,7,25.0,38,93,68.8,1.46,7,0,37.0,0,1,0,1296
JoaquГ­n Correa,forward,Sevilla,45b9b619,22,2017,79,1,20.8,81.7,1,27.6,12,75,53.3,1.9,5,0,44.4,0,0,1,484
Joe Gomez,defender,Liverpool,7a11550b,20,2017,76,0,0.0,80.9,2,52.5,57,26,88.5,1.96,3,0,52.4,1,0,0,400
Joel Ward,defender,Crystal Palace,8a7ff278,27,2017,74,0,20.0,72.3,1,57.1,76,14,57.1,1.05,4,0,56.9,1,0,0,729
John Brooks,defender,Wolfsburg,e27da244,24,2017,80,0,0.0,85.7,0,72.7,46,3,66.7,1.44,1,0,70.4,1,0,0,576
John Guidetti,forward,AlavГ©s,99bebd12,25,2017,79,3,39.3,62.7,3,20.0,7,11,63.6,1.71,3,0,39.5,0,0,1,625
John Stones,defender,Manchester City,5eecec3d,23,2017,82,0,36.4,95.8,0,36.4,44,4,100.0,2.61,0,0,76.7,1,0,0,529
Jonas Hofmann,midfielder,M'Gladbach,2903a856,25,2017,78,0,25.0,71.5,3,46.2,16,39,30.8,1.17,0,0,25.0,0,1,0,625
Jonas Martin,midfielder,Strasbourg,468fdbad,27,2017,77,4,33.3,83.6,2,31.5,36,41,65.9,0.97,6,0,41.8,0,1,0,729
Jonathan Bamba,forward,Saint-Г‰tienne,b2bd0f6c,21,2017,76,7,32.8,74.5,8,19.7,17,83,51.8,1.53,1,0,35.3,0,0,1,441
Jonathan Schmid,midfielder,Augsburg,088ca1bd,27,2017,74,0,26.1,70.5,0,61.1,35,22,31.8,1.0,1,0,51.2,0,1,0,729
Jonathan Tah,defender,Leverkusen,bd142efb,21,2017,83,0,28.6,85.8,2,78.9,112,16,68.8,1.61,1,0,66.7,1,0,0,441
Jonjo Shelvey,midfielder,Newcastle Utd,3727dd3c,25,2017,78,1,21.4,69.7,3,30.8,33,33,69.7,1.13,3,3,60.6,0,1,0,625
Jonjoe Kenny,defender,Everton,099e666f,20,2017,71,0,33.3,67.8,1,62.5,95,16,37.5,1.37,2,0,55.1,1,0,0,400
Jonny Evans,defender,West Brom,f8fcd2a5,29,2017,78,2,50.0,79.9,2,42.4,131,10,100.0,0.61,7,0,61.4,1,0,0,841
Jordan Amavi,defender,Marseille,22721b88,23,2017,77,0,25.0,80.4,5,41.1,86,71,62.0,1.89,7,0,66.7,1,0,0,529
Jordan Ayew,forward,Swansea City,da052c14,25,2017,77,7,30.8,78.9,2,27.8,20,124,59.7,0.89,2,1,29.4,0,0,1,625
Jordan Ferri,midfielder,Lyon,375622c5,25,2017,75,0,0.0,87.9,1,35.0,11,13,92.3,2.46,4,0,50.0,0,1,0,625
Jordan Henderson,midfielder,Liverpool,935e6b8f,27,2017,82,1,20.0,83.6,1,34.6,27,15,53.3,1.93,1,0,69.4,0,1,0,729
Jordan Torunarigha,defender,Hertha BSC,f86cabbd,19,2017,70,1,50.0,78.9,0,53.8,43,2,50.0,2.0,0,1,55.6,1,0,0,361
Jordan Veretout,midfielder,Fiorentina,4a56052c,24,2017,79,8,27.1,80.9,1,29.0,59,46,73.9,1.58,10,1,44.7,0,1,0,576
Jorginho,midfielder,Napoli,45db685d,25,2017,84,2,20.0,88.7,3,22.1,12,18,66.7,2.3,5,0,38.5,0,1,0,625
Joselu,forward,Newcastle Utd,6265208f,27,2017,74,4,34.8,61.8,1,20.6,39,17,41.2,1.2,2,0,54.5,0,0,1,729
Joshua Kimmich,defender,Bayern Munich,49296448,22,2017,86,1,44.4,84.0,10,52.6,40,50,42.0,2.45,1,0,52.6,1,0,0,484
Joshua King,forward,Bournemouth,43458538,25,2017,78,8,38.8,70.4,3,14.8,14,143,43.4,1.12,3,0,45.0,0,0,1,625
Josip Brekalo,midfielder,Stuttgart,d4a2533d,19,2017,75,1,27.8,67.0,1,75.0,1,53,34.0,1.0,1,0,47.1,0,1,0,361
Josuha Guilavogui,midfielder,Wolfsburg,e6c43eec,26,2017,79,3,33.3,84.5,2,60.0,63,22,50.0,0.86,7,1,72.8,0,1,0,676
JosГ© CallejГіn,forward,Napoli,78841da9,30,2017,84,10,50.0,76.4,9,21.3,31,30,36.7,2.39,3,0,34.4,0,0,1,900
JosГ© MarГ­a GimГ©nez,defender,AtlГ©tico Madrid,f0da930c,22,2017,84,1,16.7,77.8,1,65.7,101,8,75.0,2.17,6,0,67.1,1,0,0,484
JoГЈo Cancelo,defender,Inter,bd6351cd,23,2017,83,1,8.3,77.1,2,40.5,51,78,57.7,1.73,4,0,51.6,1,0,0,529
JoГЈo Moutinho,midfielder,Monaco,f5a00fa4,30,2017,81,1,17.4,82.5,6,33.8,54,29,72.4,2.15,6,0,51.0,0,1,0,900
JoГЈo Pedro,midfielder,Cagliari,81255c03,25,2017,76,5,25.6,68.8,2,0.0,24,27,59.3,0.95,6,1,32.5,0,1,0,625
Juan Cuadrado,forward,Juventus,0ab1f153,29,2017,84,4,29.6,84.6,4,40.7,14,42,73.8,2.43,5,0,50.0,0,0,1,841
Juanmi,forward,Real Sociedad,84399660,24,2017,77,8,34.2,80.3,2,18.2,6,27,40.7,1.2,3,0,41.4,0,0,1,576
Jules KoundГ©,defender,Bordeaux,4d1666ff,18,2017,73,2,30.0,83.4,0,76.5,97,8,50.0,1.89,1,0,46.9,1,0,0,324
Julian Brandt,forward,Leverkusen,a167537f,21,2017,82,9,51.2,74.0,3,37.9,12,95,45.3,1.62,0,0,40.8,0,0,1,441
Julian Draxler,midfielder,Paris S-G,1a992676,23,2017,83,4,39.1,91.1,5,18.8,8,62,72.6,2.5,1,0,52.6,0,1,0,529
Junior Sambia,midfielder,Montpellier,24eb7ed6,20,2017,71,1,42.1,77.6,4,21.4,18,49,59.2,1.43,3,0,50.9,0,1,0,400
JГ©rГґme Roussillon,defender,Montpellier,13203c45,24,2017,80,3,35.0,75.1,3,57.7,52,72,51.4,1.45,2,0,40.7,1,0,0,576
JГіhann Berg GuГ°mundsson,midfielder,Burnley,f72293fc,26,2017,79,2,33.3,64.3,8,42.6,43,65,56.9,1.29,2,0,44.3,0,1,0,676
Kai Havertz,midfielder,Leverkusen,fed7cb61,18,2017,81,3,37.8,80.4,8,48.0,23,60,45.0,1.6,3,0,46.7,0,1,0,324
Kalidou Koulibaly,defender,Napoli,da974c7b,26,2017,88,5,41.2,91.2,1,50.0,119,13,84.6,2.4,5,1,58.3,1,0,0,676
Karim Bellarabi,midfielder,Leverkusen,bee0bab1,27,2017,81,1,37.2,73.2,3,52.6,5,50,46.0,1.29,2,0,25.0,0,1,0,729
Karim Benzema,forward,Real Madrid,70d74ece,29,2017,85,5,24.6,82.1,10,15.0,19,49,67.3,2.06,0,0,24.3,0,0,1,841
Karim Onisiwo,midfielder,Mainz 05,f26834c7,25,2017,72,0,50.0,62.5,0,42.9,8,17,47.1,1.5,0,0,50.0,0,1,0,625
Karim Rekik,defender,Hertha BSC,3376a776,22,2017,79,2,25.0,83.7,2,92.3,116,2,50.0,1.27,4,0,58.9,1,0,0,484
Karol Linetty,midfielder,Sampdoria,d023d70f,22,2017,76,3,26.9,79.9,1,22.1,13,52,59.6,1.62,8,0,18.6,0,1,0,484
Kelechi Iheanacho,forward,Leicester City,c92e1a31,20,2017,75,3,34.5,77.3,3,15.0,4,18,72.2,0.81,2,0,26.1,0,0,1,400
Kerem Demirbay,midfielder,Hoffenheim,54b4dc4e,24,2017,82,2,13.6,77.0,2,42.9,21,45,40.0,1.79,3,0,60.9,0,1,0,576
Kevin Akpoguma,defender,Hoffenheim,6ec6fde0,22,2017,75,0,40.0,85.8,1,68.6,60,14,71.4,1.64,1,0,56.3,1,0,0,484
Kevin Bonifazi,forward,Torino,fb77bfef,21,2017,71,0,0.0,88.4,0,66.7,15,2,50.0,1.83,0,0,54.5,0,0,1,441
Kevin De Bruyne,midfielder,Manchester City,e46012d4,26,2017,91,8,41.9,78.2,16,28.8,14,87,72.4,2.62,2,0,46.7,0,1,0,676
Kevin Kampl,midfielder,RB Leipzig,b825a650,26,2017,82,1,32.1,82.6,3,41.0,33,42,50.0,1.65,3,0,36.0,0,1,0,676
Kevin Lasagna,forward,Udinese,09538fdb,24,2017,77,12,43.1,60.0,2,28.6,18,16,18.8,1.28,1,0,39.7,0,0,1,576
Kevin Long,defender,Burnley,5a4280b1,26,2017,73,1,20.0,71.2,2,61.5,129,0,0.0,1.19,1,0,57.8,1,0,0,676
Kevin Strootman,midfielder,Roma,ef2e5e1a,27,2017,83,1,35.0,83.9,1,32.6,21,20,65.0,2.0,4,0,49.2,0,1,0,729
Kevin Vogt,defender,Hoffenheim,1d8e9add,25,2017,80,0,0.0,88.8,1,67.6,114,4,50.0,1.55,9,0,55.4,1,0,0,625
Kevin Volland,forward,Leverkusen,64f69877,25,2017,81,14,50.9,72.1,2,42.3,35,63,41.3,1.65,5,0,27.4,0,0,1,625
Kieran Trippier,defender,Tottenham,21512407,26,2017,82,0,14.3,77.0,5,47.7,53,18,72.2,1.88,1,0,54.7,1,0,0,676
Kingsley Coman,forward,Bayern Munich,042e8a49,21,2017,83,3,51.7,79.4,3,50.0,1,93,58.1,2.43,0,0,57.7,0,0,1,441
Koffi Djidji,defender,Nantes,933d3b51,24,2017,74,0,25.0,74.1,0,65.5,126,15,80.0,1.38,2,0,66.1,1,0,0,576
Koke,midfielder,AtlГ©tico Madrid,55126f3b,25,2017,85,4,48.3,80.3,4,28.4,38,27,74.1,2.06,3,0,56.5,0,1,0,625
Konrad Laimer,forward,RB Leipzig,c1b7847c,20,2017,75,0,0.0,78.1,2,49.1,32,27,33.3,2.0,2,0,48.8,0,0,1,400
Kurt Zouma,defender,Stoke City,ce4246f5,22,2017,78,1,35.0,75.3,0,75.0,246,27,81.5,0.97,1,0,77.9,1,0,0,484
Kyle Walker,defender,Manchester City,86dd77d1,27,2017,84,0,7.7,86.0,6,58.1,75,38,68.4,2.66,3,2,67.6,1,0,0,729
Kyle Walker-Peters,defender,Tottenham,984a5a64,20,2017,69,0,0.0,77.1,2,50.0,8,8,50.0,3.0,0,0,33.3,1,0,0,400
Kylian MbappГ©,forward,Paris S-G,42fd9c7f,18,2017,88,13,41.0,79.9,8,7.7,1,136,57.4,2.3,2,0,33.3,0,0,1,324
KГ©vin Gameiro,forward,AtlГ©tico Madrid,42276181,30,2017,81,7,61.1,77.8,2,10.0,11,15,60.0,2.12,0,0,24.3,0,0,1,900
KГ©vin N'Doram,forward,Monaco,e50623a0,21,2017,70,0,33.3,87.6,0,25.0,29,6,66.7,1.73,3,0,62.1,0,0,1,441
KГ©vin Rodrigues,defender,Real Sociedad,f1bed920,23,2017,73,1,21.4,78.3,2,55.9,39,23,56.5,1.4,1,0,50.0,1,0,0,529
Lars Stindl,forward,M'Gladbach,7cd6badb,28,2017,81,6,35.2,81.8,3,36.8,32,55,41.8,1.42,5,0,47.4,0,0,1,784
Leon Bailey,forward,Leverkusen,3a233281,19,2017,82,9,35.5,68.0,6,61.5,6,118,49.2,1.53,2,0,46.9,0,0,1,361
Leon Goretzka,midfielder,Schalke 04,cc86b9a3,22,2017,83,4,38.6,78.0,2,28.0,35,31,41.9,1.85,3,0,48.5,0,1,0,484
Leonardo Bonucci,defender,Milan,52ec54d0,30,2017,86,2,26.1,84.7,1,61.1,132,9,55.6,1.71,5,1,55.3,1,0,0,900
Leonardo Pavoletti,forward,Cagliari,d37b0350,28,2017,78,11,39.1,64.9,0,9.5,28,6,66.7,1.15,8,0,57.3,0,0,1,784
Leonardo Spinazzola,defender,Atalanta,3626daea,24,2017,77,0,11.1,75.6,3,46.7,44,55,69.1,1.5,1,0,50.0,1,0,0,576
Leroy SanГ©,forward,Manchester City,2b114be3,21,2017,86,10,33.3,79.2,15,36.4,6,132,64.4,2.63,4,0,53.6,0,0,1,441
Levin Г–ztunalД±,forward,Mainz 05,66385c46,21,2017,74,0,33.3,64.9,4,50.0,9,92,40.2,1.08,3,0,48.8,0,0,1,441
Lewis Dunk,defender,Brighton,282f75f3,25,2017,77,1,29.6,77.8,1,52.1,230,13,76.9,1.05,7,0,62.2,1,0,0,625
Lionel Messi,forward,Barcelona,d70ce98e,30,2017,94,34,47.2,78.1,12,11.1,0,257,72.0,2.5,3,0,42.1,0,0,1,900
Lorenzo De Silvestri,defender,Torino,e74f0e59,29,2017,77,5,56.5,71.4,2,61.5,165,30,53.3,1.43,3,2,69.3,1,0,0,841
Lorenzo Insigne,forward,Napoli,2f557579,26,2017,88,8,36.4,83.1,11,39.4,4,116,53.4,2.43,4,0,23.1,0,0,1,676
Lorenzo Pellegrini,midfielder,Roma,4a5a45c7,21,2017,78,3,51.3,77.5,2,28.6,21,33,54.5,2.18,2,1,54.0,0,1,0,441
Lorenzo Tonelli,defender,Napoli,8cc29864,27,2017,77,1,66.7,94.0,0,55.6,10,2,100.0,2.25,0,0,56.5,1,0,0,729
Lucas Alario,forward,Leverkusen,834d0be5,24,2017,79,9,35.7,73.9,4,37.5,16,40,55.0,1.7,4,1,33.8,0,0,1,576
Lucas Digne,defender,Barcelona,1b84dbe1,24,2017,81,0,50.0,86.7,2,66.7,18,7,57.1,2.33,2,0,56.3,1,0,0,576
Lucas HernГЎndez,defender,AtlГ©tico Madrid,c3ee18ef,21,2017,83,0,14.3,80.5,1,74.3,90,38,78.9,2.15,7,1,55.4,1,0,0,441
Lucas HГ¶ler,forward,Freiburg,ca618d23,23,2017,71,1,38.5,58.0,0,37.5,13,30,50.0,1.0,0,0,61.5,0,0,1,529
Lucas Ocampos,forward,Marseille,a08b974a,23,2017,77,9,34.9,75.5,3,32.3,26,82,56.1,2.13,6,1,35.8,0,0,1,529
Lucas Torreira,midfielder,Sampdoria,52611641,21,2017,82,4,30.3,83.7,1,39.0,36,44,79.5,1.42,6,0,35.8,0,1,0,441
Lucas Tousart,midfielder,Lyon,71ec39ef,20,2017,79,0,6.3,85.6,0,38.8,79,25,76.0,2.11,8,0,59.8,0,1,0,400
Lucas VГЎzquez,midfielder,Real Madrid,fd51b456,26,2017,83,4,51.5,80.7,7,28.6,9,66,54.5,2.06,3,0,23.8,0,1,0,676
Ludovic Blas,midfielder,Guingamp,6191093d,19,2017,75,3,35.9,85.0,2,19.4,9,57,71.9,1.26,3,1,36.5,0,1,0,361
Ludwig Augustinsson,midfielder,Werder Bremen,9fec8860,23,2017,77,1,25.0,76.1,1,68.8,53,12,16.7,1.34,3,0,48.8,0,1,0,529
Luis Alberto,forward,Lazio,5294a83f,24,2017,82,11,29.1,73.3,14,22.7,7,86,68.6,1.91,5,0,34.2,0,0,1,576
Luis Muriel,forward,Sevilla,eb2fe5b6,26,2017,80,7,36.2,73.3,1,8.7,4,59,47.5,1.24,4,0,34.7,0,0,1,676
Luis SuГЎrez,forward,Barcelona,a6154613,30,2017,91,25,45.0,75.7,12,21.1,31,103,37.9,2.42,9,0,55.0,0,0,1,900
Luiz Felipe,defender,Lazio,15d0c248,20,2017,73,0,0.0,87.9,1,60.0,50,11,81.8,2.06,6,0,54.8,1,0,0,400
Luka JoviД‡,forward,Eint Frankfurt,4d8cd038,19,2017,80,8,39.5,71.9,1,33.3,2,26,42.3,1.23,2,0,31.3,0,0,1,361
Luka MilivojeviД‡,midfielder,Crystal Palace,2ce2508a,26,2017,79,10,26.5,79.0,1,36.0,81,37,75.7,1.14,8,0,52.7,0,1,0,676
