Player,Pos,Squad,id,Age,Season,RATING,xG,Blocks,Tkl+Int,Err,Def Pen,Att.5,Succ%,Mn/Sub,xG+/-90,OG,Won%,def,mid,forw,Age^2
Gareth Bale,forward,Real Madrid,a58bb1e1,28,2017,88,11.8,25,31,0,21,52,59.6,26,1.15,0,53.2,0,0,1,784
GaГ«l Kakuta,midfielder,Amiens,5b1bf5e3,26,2017,76,4.2,54,80,0,25,142,62.7,0,-0.53,0,30.4,0,1,0,676
GaГ«tan Laborde,forward,Bordeaux,7cdda3bf,23,2017,75,4.2,12,10,1,7,31,48.4,20,0.29,0,42.3,0,0,1,529
Geoffrey Kondogbia,midfielder,Valencia,cce181df,24,2017,82,2.0,15,150,0,103,64,85.9,29,0.09,0,53.9,0,1,0,576
Georginio Wijnaldum,midfielder,Liverpool,eb58eef0,26,2017,82,2.8,9,59,0,19,55,76.4,0,0.95,0,34.1,0,1,0,676
GermГЎn Pezzella,defender,Fiorentina,8c725b43,26,2017,81,2.4,10,126,1,193,6,100.0,0,0.46,0,66.4,1,0,0,676
Giacomo Bonaventura,midfielder,Milan,d995ed27,27,2017,82,4.1,30,64,0,38,51,66.7,0,0.33,0,45.9,0,1,0,729
Gian Marco Ferrari,defender,Sampdoria,8650af85,25,2017,75,1.3,10,43,4,212,7,85.7,0,-0.38,0,61.3,1,0,0,625
Gianluca Caprari,forward,Sampdoria,54e53b7e,24,2017,73,8.2,26,24,0,3,75,48.0,0,-0.08,0,25.0,0,0,1,576
Gianluca Mancini,defender,Atalanta,5aa53281,21,2017,70,0.9,0,35,0,29,3,100.0,0,0.71,0,75.9,1,0,0,441
Giorgio Chiellini,defender,Juventus,e85fb9b8,32,2017,90,0.6,18,75,3,204,11,90.9,0,0.75,0,64.1,1,0,0,1024
Giovani Lo Celso,midfielder,Paris S-G,d7553721,21,2017,82,2.8,30,96,1,37,67,70.1,18,1.24,0,27.8,0,1,0,441
Giovanni Simeone,forward,Fiorentina,343c0d52,22,2017,78,14.3,24,44,0,34,61,52.5,0,0.31,0,22.3,0,0,1,484
Giuseppe Pezzella,midfielder,Udinese,149c5f5d,19,2017,71,0.2,23,25,0,23,19,68.4,0,-0.26,0,41.2,0,1,0,361
Gonzalo Escalante,midfielder,Eibar,3f79a1c8,24,2017,78,1.3,15,91,0,26,21,71.4,21,-0.47,0,54.1,0,1,0,576
Granit Xhaka,midfielder,Arsenal,e61b8aee,24,2017,81,2.4,29,115,4,101,24,75.0,0,0.48,0,47.9,0,1,0,576
Guillermo MaripГЎn,defender,AlavГ©s,d9764034,23,2017,77,0.5,0,64,0,127,11,90.9,7,-0.32,0,53.7,1,0,0,529
Hakan Г‡alhanoДџlu,forward,Milan,cd0fa27b,23,2017,80,5.2,39,59,0,18,31,74.2,0,0.68,0,18.2,0,0,1,529
Hamari TraorГ©,defender,Rennes,a4b1028a,25,2017,74,0.4,37,140,0,86,35,68.6,0,-0.08,0,56.7,1,0,0,625
Hamza Choudhury,forward,Leicester City,7d2d3329,19,2017,69,0.0,2,17,0,9,1,0.0,0,0.23,0,0.0,0,0,1,361
Hans Hateboer,defender,Atalanta,3b333ac3,23,2017,75,2.2,39,61,1,48,28,39.3,0,0.61,0,48.7,1,0,0,529
Harry Kane,forward,Tottenham,21a66f6a,24,2017,90,24.8,30,22,0,24,96,49.0,0,0.81,0,42.6,0,0,1,576
Harry Maguire,defender,Leicester City,d8931174,24,2017,82,2.8,14,111,1,243,60,85.0,0,0.05,0,66.1,1,0,0,576
Harry Winks,midfielder,Tottenham,2f7acede,21,2017,75,0.1,6,26,1,20,10,80.0,0,0.38,0,40.0,0,1,0,441
Harvey Barnes,midfielder,Leicester City,3ea50f67,19,2017,69,0.1,0,0,0,0,0,0.0,0,5.04,0,100.0,0,1,0,361
Henrikh Mkhitaryan,midfielder,Manchester Utd,dd0daf32,28,2017,84,0.8,21,22,0,3,31,45.2,0,0.91,0,50.0,0,1,0,784
Houssem Aouar,midfielder,Lyon,a5db0bec,19,2017,78,5.3,28,105,0,34,113,71.7,22,0.63,0,42.3,0,1,0,361
Iago Aspas,forward,Celta Vigo,7dcf86f6,29,2017,85,17.3,47,49,1,12,92,63.0,10,0.13,0,27.3,0,0,1,841
Ibrahima KonatГ©,defender,RB Leipzig,5ed9b537,18,2017,73,0.3,2,52,0,68,3,33.3,0,0.03,0,65.5,1,0,0,324
Ignatius Ganago,forward,Nice,23c63b7f,18,2017,67,0.9,0,0,0,1,3,33.3,12,1.2,0,50.0,0,0,1,324
Ihlas Bebou,midfielder,Hannover 96,a53b661f,23,2017,76,5.2,35,61,0,30,124,49.2,0,0.11,0,50.0,0,1,0,529
Isaac Hayden,midfielder,Newcastle Utd,c951a6df,22,2017,72,1.0,16,63,0,49,13,46.2,0,-0.57,0,52.2,0,1,0,484
Isco,midfielder,Real Madrid,a0b4bb3e,25,2017,89,5.4,35,37,0,9,83,69.9,20,1.17,0,17.6,0,1,0,625
IsmaГ«l TraorГ©,defender,Angers,b666421b,30,2017,75,1.8,17,106,2,142,19,73.7,0,0.06,1,53.2,1,0,0,900
Issa Diop,defender,Toulouse,a712ca2b,20,2017,76,2.0,14,134,0,164,15,73.3,0,-0.14,1,61.3,1,0,0,400
Ivan PeriЕЎiД‡,forward,Inter,6fe90922,28,2017,86,8.6,90,92,0,68,53,58.5,0,0.54,1,51.6,0,0,1,784
Ivan RadovanoviД‡,midfielder,Chievo,023937a9,28,2017,77,0.9,18,102,1,126,11,72.7,0,-0.57,0,63.8,0,1,0,784
Ivan RakitiД‡,midfielder,Barcelona,89f951b5,29,2017,87,2.0,22,96,0,56,34,76.5,31,1.28,0,50.0,0,1,0,841
Jack Cork,midfielder,Burnley,74e12f1e,28,2017,79,2.2,37,101,1,91,42,73.8,0,-0.5,0,39.5,0,1,0,784
Jack Stephens,defender,Southampton,6adbc307,23,2017,74,1.3,21,70,2,146,25,68.0,0,-0.3,0,57.0,1,0,0,529
Jadon Sancho,forward,Dortmund,dbf053da,17,2017,78,1.9,9,10,0,3,45,37.8,0,0.99,0,45.5,0,0,1,289
Jakub Jankto,midfielder,Udinese,1ea5f91c,21,2017,76,4.3,28,49,0,26,37,59.5,0,-0.11,0,34.1,0,1,0,441
Jamaal Lascelles,defender,Newcastle Utd,450ab6fc,23,2017,78,1.1,15,59,1,238,6,83.3,0,-0.14,0,69.6,1,0,0,529
James McArthur,midfielder,Crystal Palace,cee31595,29,2017,76,3.7,22,94,2,61,38,71.1,0,0.21,0,43.2,0,1,0,841
James Milner,midfielder,Liverpool,2f90f6b8,31,2017,81,1.1,35,79,0,39,16,75.0,0,0.84,0,56.1,0,1,0,961
James Tarkowski,defender,Burnley,15ea812b,24,2017,80,1.4,3,96,2,242,13,84.6,0,-0.44,0,71.3,1,0,0,576
James Tomkins,defender,Crystal Palace,e7ca0439,28,2017,78,2.2,2,110,1,218,6,100.0,0,0.34,0,63.5,1,0,0,784
James Ward-Prowse,forward,Southampton,3515d404,22,2017,77,2.2,24,31,0,29,6,83.3,0,-0.08,0,30.9,0,0,1,484
Jamie Vardy,forward,Leicester City,45963054,30,2017,82,16.1,17,17,0,16,57,42.1,0,0.05,0,37.9,0,0,1,900
Jan Bednarek,defender,Southampton,4115ce4e,21,2017,71,0.2,3,11,0,25,1,0.0,0,0.34,0,29.2,1,0,0,441
Janik Haberer,midfielder,Freiburg,70dcf94d,23,2017,74,4.9,44,92,0,48,41,63.4,0,-0.17,0,40.7,0,1,0,529
Jannik Vestergaard,defender,M'Gladbach,1900032e,24,2017,80,1.9,8,98,3,244,7,85.7,0,-0.06,1,63.8,1,0,0,576
Jason,forward,Levante,9038c2a1,23,2017,74,2.6,38,52,0,18,71,35.2,28,-0.58,0,35.6,0,0,1,529
Jean-Eudes Aholou,midfielder,Strasbourg,48b28bfd,23,2017,76,2.2,14,145,1,70,50,78.0,0,-0.34,0,50.5,0,1,0,529
Jean-KГ©vin Augustin,forward,RB Leipzig,97bfa797,20,2017,76,7.1,11,20,0,8,68,32.4,0,0.28,0,25.0,0,0,1,400
Jean-Philippe Gbamin,forward,Mainz 05,6bd603db,21,2017,79,1.2,30,128,0,113,64,48.4,0,-0.26,0,63.1,0,0,1,441
Jean-Victor Makengo,forward,Nice,22bfb57e,19,2017,69,0.1,1,7,1,2,20,50.0,28,-0.55,0,33.3,0,0,1,361
Jeff Hendrick,forward,Burnley,989d5705,25,2017,75,2.0,22,24,1,22,32,75.0,0,-0.62,0,20.5,0,0,1,625
Jeffrey Gouweleeuw,defender,Augsburg,1025db8e,26,2017,79,1.0,15,111,0,134,17,52.9,0,0.13,0,50.9,1,0,0,676
Jeffrey Schlupp,forward,Crystal Palace,3312f911,24,2017,73,1.2,30,81,0,71,23,56.5,0,0.1,0,43.7,0,0,1,576
Jeison Murillo,defender,Valencia,b233e8e4,25,2017,81,0.1,1,60,1,112,3,100.0,31,0.17,0,67.2,1,0,0,625
Jens Stryger Larsen,defender,Udinese,f91e81c9,26,2017,73,1.8,21,67,2,114,13,61.5,0,-0.1,0,36.5,1,0,0,676
Jesse Lingard,midfielder,Manchester Utd,810e3c74,24,2017,82,7.1,21,39,0,15,52,53.8,0,0.32,0,16.7,0,1,0,576
JesГєs Navas,forward,Sevilla,3f10bd22,31,2017,81,1.1,46,51,0,40,28,57.1,13,0.25,0,31.4,0,0,1,961
Joachim Andersen,defender,Sampdoria,e34fc66d,21,2017,75,0.1,6,17,1,73,0,0.0,0,-0.41,0,89.5,1,0,0,441
JoaquГ­n,midfielder,Betis,4c5b14d2,36,2017,82,3.8,22,37,0,47,93,68.8,18,-0.04,0,37.0,0,1,0,1296
JoaquГ­n Correa,forward,Sevilla,45b9b619,22,2017,79,2.4,14,17,0,15,75,53.3,22,0.68,0,44.4,0,0,1,484
Joe Gomez,defender,Liverpool,7a11550b,20,2017,76,0.3,19,92,1,54,26,88.5,0,1.07,0,52.4,1,0,0,400
Joel Ward,defender,Crystal Palace,8a7ff278,27,2017,74,0.2,30,63,0,63,14,57.1,0,0.16,1,56.9,1,0,0,729
John Brooks,defender,Wolfsburg,e27da244,24,2017,80,0.1,5,30,0,69,3,66.7,0,0.23,0,70.4,1,0,0,576
John Guidetti,forward,AlavГ©s,99bebd12,25,2017,79,2.7,13,9,0,8,11,63.6,27,-0.33,0,39.5,0,0,1,625
John Stones,defender,Manchester City,5eecec3d,23,2017,82,0.8,2,34,0,83,4,100.0,0,1.54,0,76.7,1,0,0,529
Jonas Hofmann,midfielder,M'Gladbach,2903a856,25,2017,78,2.1,25,35,0,19,39,30.8,0,0.15,0,25.0,0,1,0,625
Jonas Martin,midfielder,Strasbourg,468fdbad,27,2017,77,3.8,34,106,0,58,41,65.9,0,-0.44,0,41.8,0,1,0,729
Jonathan Bamba,forward,Saint-Г‰tienne,b2bd0f6c,21,2017,76,9.0,42,49,0,16,83,51.8,33,0.25,0,35.3,0,0,1,441
Jonathan Schmid,midfielder,Augsburg,088ca1bd,27,2017,74,1.7,23,33,1,21,22,31.8,0,-0.24,0,51.2,0,1,0,729
Jonathan Tah,defender,Leverkusen,bd142efb,21,2017,83,0.5,14,81,2,160,16,68.8,0,0.57,0,66.7,1,0,0,441
Jonjo Shelvey,midfielder,Newcastle Utd,3727dd3c,25,2017,78,2.4,21,67,0,42,33,69.7,0,-0.34,0,60.6,0,1,0,625
Jonjoe Kenny,defender,Everton,099e666f,20,2017,71,0.1,32,69,0,78,16,37.5,0,-0.59,0,55.1,1,0,0,400
Jonny Evans,defender,West Brom,f8fcd2a5,29,2017,78,2.1,4,77,1,156,10,100.0,0,-0.17,1,61.4,1,0,0,841
Jordan Amavi,defender,Marseille,22721b88,23,2017,77,0.6,37,97,1,87,71,62.0,35,0.88,0,66.7,1,0,0,529
Jordan Ayew,forward,Swansea City,da052c14,25,2017,77,7.3,27,106,1,12,124,59.7,0,-0.64,0,29.4,0,0,1,625
Jordan Ferri,midfielder,Lyon,375622c5,25,2017,75,0.4,7,25,2,14,13,92.3,15,0.91,0,50.0,0,1,0,625
Jordan Henderson,midfielder,Liverpool,935e6b8f,27,2017,82,1.2,19,82,0,34,15,53.3,0,0.86,0,69.4,0,1,0,729
Jordan Torunarigha,defender,Hertha BSC,f86cabbd,19,2017,70,0.9,2,41,1,50,2,50.0,0,-0.36,0,55.6,1,0,0,361
Jordan Veretout,midfielder,Fiorentina,4a56052c,24,2017,79,5.4,25,102,0,56,46,73.9,0,0.43,0,44.7,0,1,0,576
Jorginho,midfielder,Napoli,45db685d,25,2017,84,2.1,20,112,2,42,18,66.7,0,1.11,0,38.5,0,1,0,625
Joselu,forward,Newcastle Utd,6265208f,27,2017,74,6.0,10,33,0,34,17,41.2,0,-0.41,0,54.5,0,0,1,729
Joshua Kimmich,defender,Bayern Munich,49296448,22,2017,86,0.5,34,52,0,79,50,42.0,0,1.08,0,52.6,1,0,0,484
Joshua King,forward,Bournemouth,43458538,25,2017,78,6.5,33,40,1,23,143,43.4,0,-0.51,0,45.0,0,0,1,625
Josip Brekalo,midfielder,Stuttgart,d4a2533d,19,2017,75,1.1,19,23,0,4,53,34.0,0,-0.05,0,47.1,0,1,0,361
Josuha Guilavogui,midfielder,Wolfsburg,e6c43eec,26,2017,79,1.7,19,131,0,83,22,50.0,0,-0.53,1,72.8,0,1,0,676
JosГ© CallejГіn,forward,Napoli,78841da9,30,2017,84,9.6,41,55,0,35,30,36.7,0,1.12,0,34.4,0,0,1,900
JosГ© MarГ­a GimГ©nez,defender,AtlГ©tico Madrid,f0da930c,22,2017,84,1.2,7,68,1,139,8,75.0,27,0.39,0,67.1,1,0,0,484
JoГЈo Cancelo,defender,Inter,bd6351cd,23,2017,83,0.4,32,77,0,77,78,57.7,0,0.6,0,51.6,1,0,0,529
JoГЈo Moutinho,midfielder,Monaco,f5a00fa4,30,2017,81,1.1,23,101,0,69,29,72.4,10,0.3,0,51.0,0,1,0,900
JoГЈo Pedro,midfielder,Cagliari,81255c03,25,2017,76,3.9,17,26,0,17,27,59.3,0,-0.68,0,32.5,0,1,0,625
Juan Cuadrado,forward,Juventus,0ab1f153,29,2017,84,3.9,18,47,1,10,42,73.8,0,0.72,0,50.0,0,0,1,841
Juanmi,forward,Real Sociedad,84399660,24,2017,77,5.2,10,32,0,7,27,40.7,18,-0.1,0,41.4,0,0,1,576
Jules KoundГ©,defender,Bordeaux,4d1666ff,18,2017,73,1.3,6,40,0,100,8,50.0,59,0.3,0,46.9,1,0,0,324
Julian Brandt,forward,Leverkusen,a167537f,21,2017,82,5.2,51,40,1,8,95,45.3,0,0.48,0,40.8,0,0,1,441
Julian Draxler,midfielder,Paris S-G,1a992676,23,2017,83,3.7,12,48,0,13,62,72.6,22,1.55,0,52.6,0,1,0,529
Junior Sambia,midfielder,Montpellier,24eb7ed6,20,2017,71,1.9,16,41,0,9,49,59.2,21,-0.12,0,50.9,0,1,0,400
JГ©rГґme Roussillon,defender,Montpellier,13203c45,24,2017,80,1.7,45,55,0,43,72,51.4,0,0.15,0,40.7,1,0,0,576
JГіhann Berg GuГ°mundsson,midfielder,Burnley,f72293fc,26,2017,79,3.5,33,77,0,35,65,56.9,0,-0.48,0,44.3,0,1,0,676
Kai Havertz,midfielder,Leverkusen,fed7cb61,18,2017,81,3.6,35,53,0,25,60,45.0,0,0.51,0,46.7,0,1,0,324
Kalidou Koulibaly,defender,Napoli,da974c7b,26,2017,88,2.6,18,94,3,166,13,84.6,0,1.17,0,58.3,1,0,0,676
Karim Bellarabi,midfielder,Leverkusen,bee0bab1,27,2017,81,2.9,22,35,0,5,50,46.0,0,0.36,0,25.0,0,1,0,729
Karim Benzema,forward,Real Madrid,70d74ece,29,2017,85,12.8,25,22,0,24,49,67.3,22,1.03,0,24.3,0,0,1,841
Karim Onisiwo,midfielder,Mainz 05,f26834c7,25,2017,72,0.3,7,8,0,4,17,47.1,0,-0.18,0,50.0,0,1,0,625
Karim Rekik,defender,Hertha BSC,3376a776,22,2017,79,0.5,10,66,2,154,2,50.0,0,0.03,0,58.9,1,0,0,484
Karol Linetty,midfielder,Sampdoria,d023d70f,22,2017,76,2.2,23,84,0,22,52,59.6,0,-0.03,0,18.6,0,1,0,484
Kelechi Iheanacho,forward,Leicester City,c92e1a31,20,2017,75,4.1,6,12,0,8,18,72.2,0,0.72,0,26.1,0,0,1,400
Kerem Demirbay,midfielder,Hoffenheim,54b4dc4e,24,2017,82,2.2,14,52,0,32,45,40.0,0,0.11,0,60.9,0,1,0,576
Kevin Akpoguma,defender,Hoffenheim,6ec6fde0,22,2017,75,0.2,11,69,1,77,14,71.4,0,0.45,1,56.3,1,0,0,484
Kevin Bonifazi,forward,Torino,fb77bfef,21,2017,71,0.0,0,24,0,28,2,50.0,0,-0.31,0,54.5,0,0,1,441
Kevin De Bruyne,midfielder,Manchester City,e46012d4,26,2017,91,5.1,67,87,2,20,87,72.4,0,1.48,0,46.7,0,1,0,676
Kevin Kampl,midfielder,RB Leipzig,b825a650,26,2017,82,1.5,27,75,0,41,42,50.0,0,0.23,0,36.0,0,1,0,676
Kevin Lasagna,forward,Udinese,09538fdb,24,2017,77,11.3,18,18,0,18,16,18.8,0,0.13,0,39.7,0,0,1,576
Kevin Long,defender,Burnley,5a4280b1,26,2017,73,1.2,5,51,1,116,0,0.0,0,-0.59,1,57.8,1,0,0,676
Kevin Strootman,midfielder,Roma,ef2e5e1a,27,2017,83,2.7,19,84,0,32,20,65.0,0,0.57,0,49.2,0,1,0,729
Kevin Vogt,defender,Hoffenheim,1d8e9add,25,2017,80,0.3,11,63,2,230,4,50.0,0,0.15,1,55.4,1,0,0,625
Kevin Volland,forward,Leverkusen,64f69877,25,2017,81,9.5,39,26,0,34,63,41.3,0,0.61,0,27.4,0,0,1,625
Kieran Trippier,defender,Tottenham,21512407,26,2017,82,0.4,28,72,1,66,18,72.2,0,0.5,0,54.7,1,0,0,676
Kingsley Coman,forward,Bayern Munich,042e8a49,21,2017,83,2.2,16,18,0,2,93,58.1,0,1.44,0,57.7,0,0,1,441
Koffi Djidji,defender,Nantes,933d3b51,24,2017,74,0.3,14,100,0,117,15,80.0,23,0.19,0,66.1,1,0,0,576
Koke,midfielder,AtlГ©tico Madrid,55126f3b,25,2017,85,2.3,36,99,0,47,27,74.1,24,0.29,0,56.5,0,1,0,625
Konrad Laimer,forward,RB Leipzig,c1b7847c,20,2017,75,0.2,20,68,0,29,27,33.3,0,0.12,0,48.8,0,0,1,400
Kurt Zouma,defender,Stoke City,ce4246f5,22,2017,78,1.3,13,111,2,252,27,81.5,0,-0.55,0,77.9,1,0,0,484
Kyle Walker,defender,Manchester City,86dd77d1,27,2017,84,0.6,39,76,2,65,38,68.4,0,1.46,1,67.6,1,0,0,729
Kyle Walker-Peters,defender,Tottenham,984a5a64,20,2017,69,0.0,4,8,0,7,8,50.0,0,1.11,0,33.3,1,0,0,400
Kylian MbappГ©,forward,Paris S-G,42fd9c7f,18,2017,88,14.0,20,11,0,1,136,57.4,17,1.22,0,33.3,0,0,1,324
KГ©vin Gameiro,forward,AtlГ©tico Madrid,42276181,30,2017,81,6.1,8,15,0,6,15,60.0,22,0.43,0,24.3,0,0,1,900
KГ©vin N'Doram,forward,Monaco,e50623a0,21,2017,70,0.2,3,32,0,38,6,66.7,25,-0.23,0,62.1,0,0,1,441
KГ©vin Rodrigues,defender,Real Sociedad,f1bed920,23,2017,73,0.4,26,71,0,49,23,56.5,8,0.4,1,50.0,1,0,0,529
Lars Stindl,forward,M'Gladbach,7cd6badb,28,2017,81,6.3,53,83,1,34,55,41.8,0,0.1,0,47.4,0,0,1,784
Leon Bailey,forward,Leverkusen,3a233281,19,2017,82,8.0,45,31,0,8,118,49.2,0,0.63,0,46.9,0,0,1,361
Leon Goretzka,midfielder,Schalke 04,cc86b9a3,22,2017,83,4.4,15,91,0,32,31,41.9,0,0.29,0,48.5,0,1,0,484
Leonardo Bonucci,defender,Milan,52ec54d0,30,2017,86,2.4,13,81,0,192,9,55.6,0,0.38,0,55.3,1,0,0,900
Leonardo Pavoletti,forward,Cagliari,d37b0350,28,2017,78,11.9,11,40,0,32,6,66.7,0,-0.42,0,57.3,0,0,1,784
Leonardo Spinazzola,defender,Atalanta,3626daea,24,2017,77,0.6,38,32,1,54,55,69.1,0,0.76,0,50.0,1,0,0,576
Leroy SanГ©,forward,Manchester City,2b114be3,21,2017,86,5.8,30,40,0,15,132,64.4,0,1.33,0,53.6,0,0,1,441
Levin Г–ztunalД±,forward,Mainz 05,66385c46,21,2017,74,2.2,27,37,0,8,92,40.2,0,-0.35,0,48.8,0,0,1,441
Lewis Dunk,defender,Brighton,282f75f3,25,2017,77,2.7,13,138,2,307,13,76.9,0,-0.36,4,62.2,1,0,0,625
Lionel Messi,forward,Barcelona,d70ce98e,30,2017,94,27.1,53,24,0,2,257,72.0,30,1.3,0,42.1,0,0,1,900
Lorenzo De Silvestri,defender,Torino,e74f0e59,29,2017,77,3.1,58,66,0,140,30,53.3,0,0.14,0,69.3,1,0,0,841
Lorenzo Insigne,forward,Napoli,2f557579,26,2017,88,14.4,52,46,0,7,116,53.4,0,1.04,0,23.1,0,0,1,676
Lorenzo Pellegrini,midfielder,Roma,4a5a45c7,21,2017,78,2.6,27,77,1,25,33,54.5,0,0.82,0,54.0,0,1,0,441
Lorenzo Tonelli,defender,Napoli,8cc29864,27,2017,77,0.2,3,14,0,13,2,100.0,0,0.46,0,56.5,1,0,0,729
Lucas Alario,forward,Leverkusen,834d0be5,24,2017,79,10.5,14,20,0,18,40,55.0,0,0.75,0,33.8,0,0,1,576
Lucas Digne,defender,Barcelona,1b84dbe1,24,2017,81,0.3,12,34,0,28,7,57.1,10,0.3,0,56.3,1,0,0,576
Lucas HernГЎndez,defender,AtlГ©tico Madrid,c3ee18ef,21,2017,83,0.6,20,133,0,110,38,78.9,10,0.23,0,55.4,1,0,0,441
Lucas HГ¶ler,forward,Freiburg,ca618d23,23,2017,71,2.3,19,31,0,4,30,50.0,0,-0.34,0,61.5,0,0,1,529
Lucas Ocampos,forward,Marseille,a08b974a,23,2017,77,10.6,19,113,0,25,82,56.1,23,1.06,0,35.8,0,0,1,529
Lucas Torreira,midfielder,Sampdoria,52611641,21,2017,82,1.4,22,173,1,89,44,79.5,0,-0.17,0,35.8,0,1,0,441
Lucas Tousart,midfielder,Lyon,71ec39ef,20,2017,79,2.1,18,150,0,110,25,76.0,0,0.66,0,59.8,0,1,0,400
Lucas VГЎzquez,midfielder,Real Madrid,fd51b456,26,2017,83,4.8,35,55,0,14,66,54.5,18,1.31,0,23.8,0,1,0,676
Ludovic Blas,midfielder,Guingamp,6191093d,19,2017,75,3.6,16,42,1,15,57,71.9,24,-0.25,0,36.5,0,1,0,361
Ludwig Augustinsson,midfielder,Werder Bremen,9fec8860,23,2017,77,1.2,68,84,0,60,12,16.7,0,-0.15,0,48.8,0,1,0,529
Luis Alberto,forward,Lazio,5294a83f,24,2017,82,7.2,44,55,0,7,86,68.6,0,0.63,0,34.2,0,0,1,576
Luis Muriel,forward,Sevilla,eb2fe5b6,26,2017,80,7.4,16,19,1,6,59,47.5,20,-0.15,0,34.7,0,0,1,676
Luis SuГЎrez,forward,Barcelona,a6154613,30,2017,91,23.4,31,25,0,42,103,37.9,30,1.12,0,55.0,0,0,1,900
Luiz Felipe,defender,Lazio,15d0c248,20,2017,73,0.2,3,58,1,70,11,81.8,0,0.46,0,54.8,1,0,0,400
Luka JoviД‡,forward,Eint Frankfurt,4d8cd038,19,2017,80,8.1,7,6,0,4,26,42.3,0,0.0,0,31.3,0,0,1,361
Luka MilivojeviД‡,midfielder,Crystal Palace,2ce2508a,26,2017,79,8.2,32,156,3,104,37,75.7,0,0.03,0,52.7,0,1,0,676
Luka ModriД‡,midfielder,Real Madrid,6025fab1,31,2017,91,1.8,21,64,0,26,63,76.2,23,1.1,0,36.8,0,1,0,961
Lukas Klostermann,defender,RB Leipzig,ca8033cb,21,2017,75,0.9,45,89,0,80,14,64.3,0,0.0,0,54.7,1,0,0,441
Lukas KlГјnter,midfielder,KГ¶ln,92948149,21,2017,69,2.1,37,38,1,31,62,46.8,0,-0.64,0,58.6,0,1,0,441
Lukas KГјbler,forward,Freiburg,2a29eb9b,24,2017,70,0.1,10,49,0,46,9,55.6,0,-0.35,0,63.9,0,0,1,576
Luke Shaw,defender,Manchester Utd,9c94165b,22,2017,78,0.4,23,22,1,21,10,60.0,0,0.65,0,47.2,1,0,0,484
Lyanco,defender,Torino,b5bf1770,20,2017,71,0.1,1,16,0,34,7,85.7,0,-1.08,0,70.0,1,0,0,400
LГЎszlГі BГ©nes,midfielder,M'Gladbach,fe888e39,19,2017,69,0.0,1,1,0,2,1,0.0,0,-3.57,0,0.0,0,1,0,361
M'Baye Niang,forward,Torino,2054d037,22,2017,77,4.7,34,42,0,17,75,42.7,0,0.04,0,38.5,0,0,1,484
Mahmoud Dahoud,midfielder,Dortmund,db4ed67b,21,2017,79,2.2,13,50,0,17,29,58.6,0,1.0,0,21.4,0,1,0,441
Makoto Hasebe,forward,Eint Frankfurt,9ab16552,33,2017,77,0.1,9,63,0,99,1,100.0,0,0.08,0,34.1,0,0,1,1089
Mamadou Sakho,defender,Crystal Palace,87935cf3,27,2017,80,1.2,4,51,3,132,8,75.0,0,0.23,0,52.7,1,0,0,729
Manolo Gabbiadini,forward,Southampton,8f866fe8,25,2017,77,2.5,10,7,0,7,12,50.0,0,-0.1,0,28.0,0,0,1,625
Manuel Akanji,defender,Dortmund,89ac64a6,22,2017,78,0.2,3,29,2,43,4,100.0,0,0.31,0,48.3,1,0,0,484
Manuel Gulde,defender,Freiburg,25ab9c9c,26,2017,74,1.2,13,30,0,122,4,75.0,0,-0.22,0,63.5,1,0,0,676
Manuel Lanzini,midfielder,West Ham,26f6dca8,24,2017,81,3.9,18,50,2,13,102,63.7,0,-0.54,0,23.1,0,1,0,576
Manuel Lazzari,defender,SPAL,02caf6e0,23,2017,76,1.2,72,92,2,92,158,56.3,0,-0.61,0,14.0,1,0,0,529
Manuel Locatelli,midfielder,Milan,a8a874f1,19,2017,75,0.3,5,25,0,22,10,80.0,0,0.21,0,35.3,0,1,0,361
Marc Albrighton,midfielder,Leicester City,b827d5b3,27,2017,76,1.6,64,79,0,54,95,54.7,0,0.02,0,42.3,0,1,0,729
Marc Roca,midfielder,Espanyol,da27e268,20,2017,75,0.1,1,12,0,14,3,66.7,22,0.23,0,0.0,0,1,0,400
Marcel Halstenberg,defender,RB Leipzig,8ff2354e,25,2017,78,1.7,15,52,1,30,21,52.4,0,0.19,0,70.8,1,0,0,625
Marcel Sabitzer,midfielder,RB Leipzig,e280527c,23,2017,81,3.8,23,62,1,24,42,42.9,0,0.3,0,46.4,0,1,0,529
Marcelo,defender,Lyon,e3d0b0c4,30,2017,88,2.5,17,84,4,250,5,100.0,0,0.65,1,75.8,1,0,0,900
Marcelo,defender,Real Madrid,603116a7,29,2017,88,1.3,44,83,2,54,62,53.2,23,1.05,0,25.7,1,0,0,841
Marcelo BrozoviД‡,midfielder,Inter,33b8d077,24,2017,80,2.2,20,78,0,29,37,70.3,0,0.65,0,35.0,0,1,0,576
Marco Asensio,forward,Real Madrid,45af8a54,21,2017,85,4.5,31,35,0,4,45,68.9,21,1.26,0,50.0,0,0,1,441
Marco Reus,midfielder,Dortmund,36a3ff67,28,2017,88,5.5,10,20,0,14,32,40.6,0,0.47,0,21.4,0,1,0,784
Marco Richter,forward,Augsburg,f972644c,19,2017,66,0.9,3,18,0,7,15,53.3,0,-0.31,0,38.9,0,0,1,361
Marco Verratti,midfielder,Paris S-G,1467af0d,24,2017,86,0.3,19,77,3,39,51,82.4,21,1.41,0,50.0,0,1,0,576
