"Player","Pos","Squad","id","Age","Season","RATING","xG","xA","Blocks","Tkl+Int","Err","Def Pen","Att Pen","Att.5","Succ%","TotDist.1","Mn/Sub","onxG","xG+/-90","OG","Recov","Won%","def","mid","forw","Age^2"
"Edin DЕѕeko","forward","Roma","3bb7f478","31","2017","85","17.4","2.7","35","19","0","36","213","63","65.1","3907","0","56.3","0.68","0","80","63","0","0","1","961"
"Edinson Cavani","forward","Paris S-G","527f063d","30","2017","89","23.4","4.2","15","20","0","24","180","26","57.7","1368","20","66.4","1.48","0","44","47.1","0","0","1","900"
"Edoardo Goldaniga","defender","Sassuolo","4b029b31","23","2017","74","0.4","0.4","6","33","0","49","8","4","100","981","0","16.4","0.16","0","41","51.4","1","0","0","529"
"Ellyes Skhiri","midfielder","Montpellier","c2211709","22","2017","76","2.3","1.2","26","166","4","55","17","50","82","4525","0","37.8","0.07","0","225","50.7","0","1","0","484"
"Elseid Hysaj","defender","Napoli","2f3452eb","23","2017","81","0.4","1.9","52","107","4","74","21","47","51.1","7501","0","60.2","1.04","0","263","48.1","1","0","0","529"
"Emil Forsberg","midfielder","RB Leipzig","9a2e0ccc","25","2017","82","3.3","3.9","22","32","0","6","38","68","58.8","2761","0","24","0.3","0","63","30","0","1","0","625"
"Emil Krafth","defender","Bologna","77cf6852","22","2017","74","0.3","0.1","11","39","1","40","9","7","71.4","1610","0","8.4","-1.07","0","53","43.3","1","0","0","484"
"Emre Can","midfielder","Liverpool","a65ce836","23","2017","80","1.8","2.4","19","95","1","52","32","32","75","7084","0","46.5","0.98","0","196","47.9","0","1","0","529"
"Enes Гњnal","forward","Villarreal","f8eca1b6","20","2017","78","4.9","1.6","14","13","0","16","41","22","40.9","1348","22","16.4","-0.12","0","32","46.6","0","0","1","400"
"Enis Bardhi","midfielder","Levante","cac2537b","22","2017","78","3.1","1.3","14","55","0","17","20","43","58.1","2740","26","23.1","-0.09","0","93","21.1","0","1","0","484"
"Eric Bailly","defender","Manchester Utd","a1232f4e","23","2017","82","1.1","0.2","4","42","1","76","7","4","100","1365","0","17.9","0.54","1","58","68","1","0","0","529"
"Eric Dier","forward","Tottenham","ac861941","23","2017","80","2","2.7","29","109","7","133","36","15","86.7","6079","0","53.8","0.87","0","170","57","0","0","1","529"
"Erick Cabaco","defender","Levante","e7ab4179","22","2017","75","0.6","0.1","4","42","2","89","5","4","50","795","7","11.8","-0.62","0","45","59.4","1","0","0","484"
"Erik Thommy","midfielder","Stuttgart","df8e7b62","22","2017","75","2.5","1.4","13","28","1","9","16","22","31.8","1280","0","14.8","0.31","0","40","31.3","0","1","0","484"
"Ermin BiДЌakДЌiД‡","defender","Hoffenheim","7aac47fe","27","2017","75","0.5","0.1","5","26","0","32","1","3","33.3","829","0","5.6","-0.98","0","18","48","1","0","0","729"
"Fabian SchГ¤r","defender","La CoruГ±a","c8aa95da","25","2017","75","3","0.8","3","104","1","186","24","20","70","3289","0","31.3","-0.47","0","131","55.1","1","0","0","625"
"Fabinho","midfielder","Monaco","7f3b388c","23","2017","85","5.8","3","18","157","0","71","33","51","72.5","6736","0","56","0.37","0","250","67.6","0","1","0","529"
"Fabio Quagliarella","forward","Sampdoria","ee4f2f3b","34","2017","82","18.3","4.8","37","18","0","22","161","33","54.5","2410","0","44.7","0","0","66","47.8","0","0","1","1156"
"Federico Bernardeschi","forward","Juventus","ee93c1a9","23","2017","82","2.8","1.7","12","19","1","18","33","31","74.2","2682","0","14.1","0.74","0","47","66.7","0","0","1","529"
"Federico Ceccherini","defender","Crotone","d9624b51","25","2017","72","1.6","0.8","12","118","1","304","34","21","81","4666","0","33.3","-0.64","0","184","56.1","1","0","0","625"
"Federico Chiesa","forward","Fiorentina","b0f7e36c","19","2017","79","7","5.2","53","80","0","15","153","140","54.3","8245","0","49.6","0.46","0","213","25.8","0","0","1","361"
"Federico Fazio","defender","Roma","4e358a2d","30","2017","82","2.4","0.5","12","102","3","222","26","23","69.6","6874","0","54.1","0.68","0","214","78.6","1","0","0","900"
"Federico FernГЎndez","defender","Swansea City","f25b010f","28","2017","76","0.7","1","8","78","1","247","23","4","25","3638","0","23","-0.81","1","129","54.5","1","0","0","784"
"Federico Valverde","midfielder","La CoruГ±a","0959c2a2","19","2017","73","0.8","1","16","46","0","14","15","13","53.8","1975","28","18","-0.28","0","81","51.7","0","1","0","361"
"Ferland Mendy","defender","Lyon","3cefcaef","22","2017","79","0.8","2.3","37","70","0","56","34","70","68.6","6942","10","39.3","0.62","0","149","59.7","1","0","0","484"
"Filip KostiД‡","forward","Hamburger SV","b1cd37e6","24","2017","77","8.2","3.1","57","58","0","11","110","123","27.6","4128","0","31.6","-0.42","0","111","31.9","0","0","1","576"
"Flavien Tait","midfielder","Angers","a0f9b535","24","2017","74","4","4.1","40","70","1","14","45","101","68.3","6064","25","31.2","0.04","0","160","10.5","0","1","0","576"
"Florent Mollet","midfielder","Metz","7e82a78f","25","2017","76","4.3","1.5","18","36","0","14","33","37","56.8","3075","20","17.4","-0.79","0","86","20.8","0","1","0","625"
"Florian Kainz","midfielder","Werder Bremen","94c18565","24","2017","76","3.1","2.8","44","50","0","11","38","58","46.6","3404","0","19.4","-0.15","0","89","39.4","0","1","0","576"
"Florian Lejeune","defender","Newcastle Utd","6eaed4eb","26","2017","78","0.6","1.3","8","80","0","162","19","13","92.3","3566","0","23.5","-0.37","0","128","61.7","1","0","0","676"
"Florian Niederlechner","forward","Freiburg","d6862409","26","2017","75","3.1","0.3","5","11","0","5","28","25","8","914","0","9.1","-0.32","0","24","29.4","0","0","1","676"
"Francesco Acerbi","defender","Sassuolo","b96b595c","29","2017","83","1","0.8","9","139","1","299","21","23","73.9","5957","0","46.3","-0.07","1","260","72","1","0","0","841"
"Francis Coquelin","forward","Valencia","a6951bf8","26","2017","79","0.3","0.1","4","38","0","21","6","18","77.8","857","18","9.8","-0.32","0","60","76.9","0","0","1","676"
"Gabriel Jesus","forward","Manchester City","b66315ae","20","2017","83","13.8","2.2","16","31","0","3","121","37","64.9","1865","0","41.5","1.69","0","53","32.3","0","0","1","400"
"Gabriel Silva","defender","Saint-Г‰tienne","4914ed4a","26","2017","72","0.7","1","38","65","1","85","17","28","64.3","2896","25","33.8","0.15","0","112","48.2","1","0","0","676"
"Gareth Bale","forward","Real Madrid","a58bb1e1","28","2017","88","11.8","4.1","25","31","0","21","127","52","59.6","4066","26","46.4","1.15","0","37","53.2","0","0","1","784"
"GaГ«l Kakuta","midfielder","Amiens","5b1bf5e3","26","2017","76","4.2","7","54","80","0","25","42","142","62.7","5486","0","28.9","-0.53","0","203","30.4","0","1","0","676"
"GaГ«tan Laborde","forward","Bordeaux","7cdda3bf","23","2017","75","4.2","0.5","12","10","1","7","56","31","48.4","1275","20","13.8","0.29","0","42","42.3","0","0","1","529"
"Geoffrey Kondogbia","midfielder","Valencia","cce181df","24","2017","82","2","1.5","15","150","0","103","23","64","85.9","6540","29","41.9","0.09","0","231","53.9","0","1","0","576"
"Georginio Wijnaldum","midfielder","Liverpool","eb58eef0","26","2017","82","2.8","1.6","9","59","0","19","42","55","76.4","5136","0","50.7","0.95","0","173","34.1","0","1","0","676"
"GermГЎn Pezzella","defender","Fiorentina","8c725b43","26","2017","81","2.4","0.5","10","126","1","193","43","6","100","6497","0","49.8","0.46","0","184","66.4","1","0","0","676"
"Giacomo Bonaventura","midfielder","Milan","d995ed27","27","2017","82","4.1","2.9","30","64","0","38","74","51","66.7","5921","0","37","0.33","0","171","45.9","0","1","0","729"
"Gian Marco Ferrari","defender","Sampdoria","8650af85","25","2017","75","1.3","1.1","10","43","4","212","23","7","85.7","6363","0","38.9","-0.38","0","113","61.3","1","0","0","625"
"Gianluca Caprari","forward","Sampdoria","54e53b7e","24","2017","73","8.2","3","26","24","0","3","104","75","48","3601","0","28.8","-0.08","0","61","25","0","0","1","576"
"Gianluca Mancini","defender","Atalanta","5aa53281","21","2017","70","0.9","0.1","0","35","0","29","7","3","100","1306","0","12.6","0.71","0","53","75.9","1","0","0","441"
"Giorgio Chiellini","defender","Juventus","e85fb9b8","32","2017","90","0.6","0.5","18","75","3","204","13","11","90.9","6905","0","37.4","0.75","0","136","64.1","1","0","0","1024"
"Giovani Lo Celso","midfielder","Paris S-G","d7553721","21","2017","82","2.8","2.7","30","96","1","37","30","67","70.1","8608","18","45","1.24","0","151","27.8","0","1","0","441"
"Giovanni Simeone","forward","Fiorentina","343c0d52","22","2017","78","14.3","2.1","24","44","0","34","153","61","52.5","3444","0","46.2","0.31","0","102","22.3","0","0","1","484"
"Giuseppe Pezzella","midfielder","Udinese","149c5f5d","19","2017","71","0.2","0.9","23","25","0","23","6","19","68.4","1563","0","11.1","-0.26","0","40","41.2","0","1","0","361"
"Gonzalo Escalante","midfielder","Eibar","3f79a1c8","24","2017","78","1.3","0.8","15","91","0","26","28","21","71.4","1675","21","15.6","-0.47","0","110","54.1","0","1","0","576"
"Granit Xhaka","midfielder","Arsenal","e61b8aee","24","2017","81","2.4","5","29","115","4","101","23","24","75","10156","0","64.4","0.48","0","261","47.9","0","1","0","576"
"Guillermo MaripГЎn","defender","AlavГ©s","d9764034","23","2017","77","0.5","0","0","64","0","127","12","11","90.9","1560","7","17.7","-0.32","0","69","53.7","1","0","0","529"
"Hakan Г‡alhanoДџlu","forward","Milan","cd0fa27b","23","2017","80","5.2","5.4","39","59","0","18","73","31","74.2","4627","0","36.2","0.68","0","122","18.2","0","0","1","529"
"Hamari TraorГ©","defender","Rennes","a4b1028a","25","2017","74","0.4","2.2","37","140","0","86","14","35","68.6","4241","0","36.5","-0.08","0","190","56.7","1","0","0","625"
"Hamza Choudhury","forward","Leicester City","7d2d3329","19","2017","69","0","0","2","17","0","9","0","1","0","590","0","6.8","0.23","0","22","0","0","0","1","361"
"Hans Hateboer","defender","Atalanta","3b333ac3","23","2017","75","2.2","1.8","39","61","1","48","60","28","39.3","4722","0","42.9","0.61","0","131","48.7","1","0","0","529"
"Harry Kane","forward","Tottenham","21a66f6a","24","2017","90","24.8","2.4","30","22","0","24","214","96","49","4128","0","57.6","0.81","0","72","42.6","0","0","1","576"
"Harry Maguire","defender","Leicester City","d8931174","24","2017","82","2.8","2.2","14","111","1","243","80","60","85","8307","0","50","0.05","0","269","66.1","1","0","0","576"
"Harry Winks","midfielder","Tottenham","2f7acede","21","2017","75","0.1","0.5","6","26","1","20","2","10","80","1927","0","12.1","0.38","0","53","40","0","1","0","441"
"Harvey Barnes","midfielder","Leicester City","3ea50f67","19","2017","69","0.1","0","0","0","0","0","2","0","0","12","0","0.6","5.04","0","0","100","0","1","0","361"
"Henrikh Mkhitaryan","midfielder","Manchester Utd","dd0daf32","28","2017","84","0.8","2.1","21","22","0","3","22","31","45.2","2287","0","18","0.91","0","57","50","0","1","0","784"
"Houssem Aouar","midfielder","Lyon","a5db0bec","19","2017","78","5.3","2.6","28","105","0","34","80","113","71.7","7004","22","48.4","0.63","0","198","42.3","0","1","0","361"
"Iago Aspas","forward","Celta Vigo","7dcf86f6","29","2017","85","17.3","7","47","49","1","12","176","92","63","6441","10","50.2","0.13","0","137","27.3","0","0","1","841"
"Ibrahima KonatГ©","defender","RB Leipzig","5ed9b537","18","2017","73","0.3","0.4","2","52","0","68","6","3","33.3","2486","0","20.2","0.03","0","58","65.5","1","0","0","324"
"Ignatius Ganago","forward","Nice","23c63b7f","18","2017","67","0.9","0","0","0","0","1","6","3","33.3","102","12","1.8","1.2","0","1","50","0","0","1","324"
"Ihlas Bebou","midfielder","Hannover 96","a53b661f","23","2017","76","5.2","4.5","35","61","0","30","72","124","49.2","4454","0","37","0.11","0","125","50","0","1","0","529"
"Isaac Hayden","midfielder","Newcastle Utd","c951a6df","22","2017","72","1","1.2","16","63","0","49","18","13","46.2","1220","0","15.3","-0.57","0","69","52.2","0","1","0","484"
"Isco","midfielder","Real Madrid","a0b4bb3e","25","2017","89","5.4","7","35","37","0","9","101","83","69.9","8888","20","40.8","1.17","0","89","17.6","0","1","0","625"
"IsmaГ«l TraorГ©","defender","Angers","b666421b","30","2017","75","1.8","0.2","17","106","2","142","20","19","73.7","3883","0","40.7","0.06","1","199","53.2","1","0","0","900"
"Issa Diop","defender","Toulouse","a712ca2b","20","2017","76","2","0.8","14","134","0","164","29","15","73.3","4533","0","42.8","-0.14","1","200","61.3","1","0","0","400"
"Ivan PeriЕЎiД‡","forward","Inter","6fe90922","28","2017","86","8.6","8","90","92","0","68","231","53","58.5","7873","0","55.5","0.54","1","137","51.6","0","0","1","784"
"Ivan RadovanoviД‡","midfielder","Chievo","023937a9","28","2017","77","0.9","1.4","18","102","1","126","5","11","72.7","4989","0","29.6","-0.57","0","247","63.8","0","1","0","784"
"Ivan RakitiД‡","midfielder","Barcelona","89f951b5","29","2017","87","2","4.8","22","96","0","56","43","34","76.5","7896","31","70.4","1.28","0","232","50","0","1","0","841"
"Jack Cork","midfielder","Burnley","74e12f1e","28","2017","79","2.2","1","37","101","1","91","21","42","73.8","4955","0","32.3","-0.5","0","244","39.5","0","1","0","784"
"Jack Stephens","defender","Southampton","6adbc307","23","2017","74","1.3","0.6","21","70","2","146","22","25","68","3404","0","21.2","-0.3","0","138","57","1","0","0","529"
"Jadon Sancho","forward","Dortmund","dbf053da","17","2017","78","1.9","2.2","9","10","0","3","51","45","37.8","2407","0","15","0.99","0","36","45.5","0","0","1","289"
"Jakub Jankto","midfielder","Udinese","1ea5f91c","21","2017","76","4.3","4.8","28","49","0","26","76","37","59.5","5041","0","33.8","-0.11","0","153","34.1","0","1","0","441"
"Jamaal Lascelles","defender","Newcastle Utd","450ab6fc","23","2017","78","1.1","0.8","15","59","1","238","32","6","83.3","3840","0","37.2","-0.14","0","179","69.6","1","0","0","529"
"James McArthur","midfielder","Crystal Palace","cee31595","29","2017","76","3.7","1.6","22","94","2","61","68","38","71.1","3821","0","37.1","0.21","0","177","43.2","0","1","0","841"
"James Milner","midfielder","Liverpool","2f90f6b8","31","2017","81","1.1","3.6","35","79","0","39","43","16","75","4925","0","36","0.84","0","125","56.1","0","1","0","961"
"James Tarkowski","defender","Burnley","15ea812b","24","2017","80","1.4","1","3","96","2","242","38","13","84.6","2848","0","26.7","-0.44","0","127","71.3","1","0","0","576"
"James Tomkins","defender","Crystal Palace","e7ca0439","28","2017","78","2.2","0.7","2","110","1","218","36","6","100","2375","0","39.4","0.34","0","124","63.5","1","0","0","784"
"James Ward-Prowse","forward","Southampton","3515d404","22","2017","77","2.2","3.1","24","31","0","29","25","6","83.3","1940","0","19.4","-0.08","0","98","30.9","0","0","1","484"
"Jamie Vardy","forward","Leicester City","45963054","30","2017","82","16.1","3.3","17","17","0","16","157","57","42.1","2699","0","47.7","0.05","0","73","37.9","0","0","1","900"
"Jan Bednarek","defender","Southampton","4115ce4e","21","2017","71","0.2","0","3","11","0","25","2","1","0","405","0","4.4","0.34","0","28","29.2","1","0","0","441"
"Janik Haberer","midfielder","Freiburg","70dcf94d","23","2017","74","4.9","3.1","44","92","0","48","61","41","63.4","3383","0","34.3","-0.17","0","117","40.7","0","1","0","529"
"Jannik Vestergaard","defender","M'Gladbach","1900032e","24","2017","80","1.9","0.9","8","98","3","244","33","7","85.7","5819","0","46.5","-0.06","1","113","63.8","1","0","0","576"
"Jason","forward","Levante","9038c2a1","23","2017","74","2.6","2.6","38","52","0","18","57","71","35.2","2677","28","21.7","-0.58","0","95","35.6","0","0","1","529"
"Jean-Eudes Aholou","midfielder","Strasbourg","48b28bfd","23","2017","76","2.2","0.8","14","145","1","70","26","50","78","4336","0","41.1","-0.34","0","261","50.5","0","1","0","529"
"Jean-KГ©vin Augustin","forward","RB Leipzig","97bfa797","20","2017","76","7.1","1.9","11","20","0","8","79","68","32.4","2130","0","22.9","0.28","0","29","25","0","0","1","400"
"Jean-Philippe Gbamin","forward","Mainz 05","6bd603db","21","2017","79","1.2","1.7","30","128","0","113","6","64","48.4","5610","0","30.6","-0.26","0","206","63.1","0","0","1","441"
"Jean-Victor Makengo","forward","Nice","22bfb57e","19","2017","69","0.1","0.1","1","7","1","2","4","20","50","802","28","1.2","-0.55","0","10","33.3","0","0","1","361"
"Jeff Hendrick","forward","Burnley","989d5705","25","2017","75","2","1.6","22","24","1","22","47","32","75","2810","0","19","-0.62","0","113","20.5","0","0","1","625"
"Jeffrey Gouweleeuw","defender","Augsburg","1025db8e","26","2017","79","1","0.8","15","111","0","134","26","17","52.9","4374","0","34.7","0.13","0","143","50.9","1","0","0","676"
"Jeffrey Schlupp","forward","Crystal Palace","3312f911","24","2017","73","1.2","0.7","30","81","0","71","22","23","56.5","2536","0","26.6","0.1","0","113","43.7","0","0","1","576"
"Jeison Murillo","defender","Valencia","b233e8e4","25","2017","81","0.1","0.1","1","60","1","112","5","3","100","2144","31","22.7","0.17","0","85","67.2","1","0","0","625"
"Jens Stryger Larsen","defender","Udinese","f91e81c9","26","2017","73","1.8","0.8","21","67","2","114","29","13","61.5","3925","0","33.9","-0.1","0","126","36.5","1","0","0","676"
"Jesse Lingard","midfielder","Manchester Utd","810e3c74","24","2017","82","7.1","2.6","21","39","0","15","78","52","53.8","4754","0","29.6","0.32","0","84","16.7","0","1","0","576"
"JesГєs Navas","forward","Sevilla","3f10bd22","31","2017","81","1.1","2.7","46","51","0","40","67","28","57.1","4736","13","32.2","0.25","0","106","31.4","0","0","1","961"
